crop,region,year,window,driver_group,dominant_feature,observed_yield_t_ha,trend_yield_t_ha,yield_gap_t_ha,base_predicted_residual_t_ha,counterfactual_predicted_residual_t_ha,recovered_gap_t_ha,recoverable_fraction,n_changed_features,changed_features_json
Barley,Washington,1994,spring,heat,max_consecutive_heat_days_30,2.5286,3.2731692277992277,0.7445692277992277,-0.6786945223836077,-0.2588361071104276,0.41985841527318013,0.5638943963802846,6,"[{""feature"": ""season_tmax_mean"", ""from"": 19.806, ""to"": 19.161, ""standardized_delta"": 0.6485, ""prediction_gain_t_ha"": 0.4199}, {""feature"": ""season_tmean_mean"", ""from"": 13.004, ""to"": 12.7655, ""standardized_delta"": 0.2776, ""prediction_gain_t_ha"": 0.4199}, {""feature"": ""growing_degree_days_base5"", ""from"": 1490.325, ""to"": 1476.4125, ""standardized_delta"": 0.0994, ""prediction_gain_t_ha"": 0.4199}, {""feature"": ""heat_days_30"", ""from"": 6.0, ""to"": 8.0, ""standardized_delta"": 0.3212, ""prediction_gain_t_ha"": 0.4199}, {""feature"": ""max_consecutive_heat_days_30"", ""from"": 5.0, ""to"": 3.0, ""standardized_delta"": 0.9658, ""prediction_gain_t_ha"": 0.4199}, {""feature"": ""heat_degree_days_30"", ""from"": 16.21, ""to"": 12.035, ""standardized_delta"": 0.2851, ""prediction_gain_t_ha"": 0.4199}]"
Oats,Washington,1994,spring,heat,max_consecutive_heat_days_30,2.0803,2.5619428571428564,0.4816428571428566,-0.522083672065626,-0.14605605848019096,0.376027613585435,0.7807187587418206,6,"[{""feature"": ""season_tmax_mean"", ""from"": 19.806, ""to"": 19.161, ""standardized_delta"": 0.6485, ""prediction_gain_t_ha"": 0.376}, {""feature"": ""season_tmean_mean"", ""from"": 13.004, ""to"": 12.7655, ""standardized_delta"": 0.2776, ""prediction_gain_t_ha"": 0.376}, {""feature"": ""growing_degree_days_base5"", ""from"": 1490.325, ""to"": 1476.4125, ""standardized_delta"": 0.0994, ""prediction_gain_t_ha"": 0.376}, {""feature"": ""heat_days_30"", ""from"": 6.0, ""to"": 8.0, ""standardized_delta"": 0.3212, ""prediction_gain_t_ha"": 0.376}, {""feature"": ""max_consecutive_heat_days_30"", ""from"": 5.0, ""to"": 3.0, ""standardized_delta"": 0.9658, ""prediction_gain_t_ha"": 0.376}, {""feature"": ""heat_degree_days_30"", ""from"": 16.21, ""to"": 12.035, ""standardized_delta"": 0.2851, ""prediction_gain_t_ha"": 0.376}]"
Wheat,Minnesota,1994,spring,drought,dry_spell_events_14d,1.883,2.5777693050193022,0.6947693050193022,-0.5195454663079174,-0.12524846331080008,0.39429700299711734,0.5675221978699287,8,"[{""feature"": ""rain_sum"", ""from"": 569.46, ""to"": 547.17, ""standardized_delta"": 0.202, ""prediction_gain_t_ha"": 0.3943}, {""feature"": ""rain_mean"", ""from"": 3.112, ""to"": 2.99, ""standardized_delta"": 0.2024, ""prediction_gain_t_ha"": 0.3943}, {""feature"": ""dry_days_1mm"", ""from"": 107.0, ""to"": 112.0, ""standardized_delta"": 0.5786, ""prediction_gain_t_ha"": 0.3943}, {""feature"": ""dry_days_2mm"", ""from"": 119.0, ""to"": 128.0, ""standardized_delta"": 1.0563, ""prediction_gain_t_ha"": 0.3943}, {""feature"": ""max_dry_spell_1mm"", ""from"": 14.0, ""to"": 12.0, ""standardized_delta"": 0.5694, ""prediction_gain_t_ha"": 0.3943}, {""feature"": ""dry_spell_events_7d"", ""from"": 4.0, ""to"": 3.0, ""standardized_delta"": 0.693, ""prediction_gain_t_ha"": 0.3943}, {""feature"": ""dry_spell_events_14d"", ""from"": 1.0, ""to"": 0.0, ""standardized_delta"": 1.6612, ""prediction_gain_t_ha"": 0.3943}, {""feature"": ""hot_dry_days_30_1mm"", ""from"": 0.0, ""to"": 5.0, ""standardized_delta"": 0.6118, ""prediction_gain_t_ha"": 0.3943}]"
Wheat,Texas,1994,winter,excess_rain,heavy_rain_days_25,1.7485,2.004965555555554,0.25646555555555395,-0.22443235622497335,-0.06751125134220583,0.1569211048827675,0.6118603511603968,7,"[{""feature"": ""heavy_rain_days_10"", ""from"": 16.0, ""to"": 20.0, ""standardized_delta"": 0.5865, ""prediction_gain_t_ha"": 0.1569}, {""feature"": ""heavy_rain_days_20"", ""from"": 3.0, ""to"": 6.5, ""standardized_delta"": 1.0584, ""prediction_gain_t_ha"": 0.1569}, {""feature"": ""heavy_rain_days_25"", ""from"": 1.0, ""to"": 4.0, ""standardized_delta"": 1.1034, ""prediction_gain_t_ha"": 0.1569}, {""feature"": ""max_1day_rain"", ""from"": 27.02, ""to"": 43.755, ""standardized_delta"": 0.9185, ""prediction_gain_t_ha"": 0.1569}, {""feature"": ""max_3day_rain"", ""from"": 61.36, ""to"": 74.1, ""standardized_delta"": 0.399, ""prediction_gain_t_ha"": 0.1569}, {""feature"": ""max_7day_rain"", ""from"": 99.38, ""to"": 94.105, ""standardized_delta"": 0.1441, ""prediction_gain_t_ha"": 0.1569}, {""feature"": ""wet_days_1mm"", ""from"": 90.0, ""to"": 76.0, ""standardized_delta"": 0.7376, ""prediction_gain_t_ha"": 0.1569}]"
Oats,Minnesota,1995,spring,excess_rain,wet_days_1mm,1.7216,2.0585443157443137,0.3369443157443137,-0.35811328782289775,-0.164021532042887,0.19409175578001076,0.576035109395628,6,"[{""feature"": ""heavy_rain_days_10"", ""from"": 20.0, ""to"": 18.0, ""standardized_delta"": 0.3932, ""prediction_gain_t_ha"": 0.1941}, {""feature"": ""heavy_rain_days_25"", ""from"": 1.0, ""to"": 2.0, ""standardized_delta"": 0.672, ""prediction_gain_t_ha"": 0.1941}, {""feature"": ""max_1day_rain"", ""from"": 34.76, ""to"": 34.72, ""standardized_delta"": 0.0032, ""prediction_gain_t_ha"": 0.1941}, {""feature"": ""max_3day_rain"", ""from"": 75.21, ""to"": 52.78, ""standardized_delta"": 1.3561, ""prediction_gain_t_ha"": 0.1941}, {""feature"": ""max_7day_rain"", ""from"": 84.64, ""to"": 73.99, ""standardized_delta"": 0.5604, ""prediction_gain_t_ha"": 0.1941}, {""feature"": ""wet_days_1mm"", ""from"": 85.0, ""to"": 71.0, ""standardized_delta"": 1.6202, ""prediction_gain_t_ha"": 0.1941}]"
Oats,South Dakota,1995,spring,heat,season_tmax_mean,1.6499,2.0826472114972034,0.4327472114972035,-0.32041269592466054,-0.09000133515148383,0.2304113607731767,0.5324386955054143,12,"[{""feature"": ""season_tmax_mean"", ""from"": 23.309, ""to"": 25.775, ""standardized_delta"": 1.9085, ""prediction_gain_t_ha"": 0.2304}, {""feature"": ""season_tmean_mean"", ""from"": 16.989, ""to"": 18.882, ""standardized_delta"": 1.774, ""prediction_gain_t_ha"": 0.2304}, {""feature"": ""growing_degree_days_base5"", ""from"": 2244.08, ""to"": 2570.14, ""standardized_delta"": 1.7423, ""prediction_gain_t_ha"": 0.2304}, {""feature"": ""heat_days_30"", ""from"": 47.0, ""to"": 59.0, ""standardized_delta"": 0.7621, ""prediction_gain_t_ha"": 0.2304}, {""feature"": ""heat_days_35"", ""from"": 11.0, ""to"": 15.0, ""standardized_delta"": 0.4174, ""prediction_gain_t_ha"": 0.2304}, {""feature"": ""heat_days_40"", ""from"": 0.0, ""to"": 1.0, ""standardized_delta"": 0.4322, ""prediction_gain_t_ha"": 0.2304}, {""feature"": ""max_consecutive_heat_days_30"", ""from"": 8.0, ""to"": 13.0, ""standardized_delta"": 0.6531, ""prediction_gain_t_ha"": 0.2304}, {""feature"": ""max_consecutive_heat_days_35"", ""from"": 2.0, ""to"": 4.0, ""standardized_delta"": 0.7916, ""prediction_gain_t_ha"": 0.2304}, {""feature"": ""heatwave_events_3d_30"", ""from"": 8.0, ""to"": 7.0, ""standardized_delta"": 0.4245, ""prediction_gain_t_ha"": 0.2304}, {""feature"": ""heatwave_events_3d_35"", ""from"": 0.0, ""to"": 2.0, ""standardized_delta"": 1.2029, ""prediction_gain_t_ha"": 0.2304}, {""feature"": ""heat_degree_days_30"", ""from"": 161.2, ""to"": 210.92, ""standardized_delta"": 0.5144, ""prediction_gain_t_ha"": 0.2304}, {""feature"": ""heat_degree_days_35"", ""from"": 19.45, ""to"": 36.52, ""standardized_delta"": 0.542, ""prediction_gain_t_ha"": 0.2304}]"
Wheat,Kansas,1995,winter,heat,heatwave_events_3d_30,1.7485,2.4706704633204666,0.7221704633204666,-0.501892575736136,-0.042930422480299664,0.45896215325583634,0.6355316044712973,11,"[{""feature"": ""season_tmax_mean"", ""from"": 16.524, ""to"": 17.1195, ""standardized_delta"": 0.495, ""prediction_gain_t_ha"": 0.459}, {""feature"": ""season_tmean_mean"", ""from"": 10.414, ""to"": 10.799, ""standardized_delta"": 0.3953, ""prediction_gain_t_ha"": 0.459}, {""feature"": ""growing_degree_days_base5"", ""from"": 2109.035, ""to"": 2250.5675, ""standardized_delta"": 0.6639, ""prediction_gain_t_ha"": 0.459}, {""feature"": ""heat_days_30"", ""from"": 19.0, ""to"": 37.0, ""standardized_delta"": 1.3817, ""prediction_gain_t_ha"": 0.459}, {""feature"": ""heat_days_35"", ""from"": 1.0, ""to"": 8.5, ""standardized_delta"": 1.2205, ""prediction_gain_t_ha"": 0.459}, {""feature"": ""max_consecutive_heat_days_30"", ""from"": 8.0, ""to"": 10.0, ""standardized_delta"": 0.5051, ""prediction_gain_t_ha"": 0.459}, {""feature"": ""max_consecutive_heat_days_35"", ""from"": 1.0, ""to"": 3.5, ""standardized_delta"": 1.025, ""prediction_gain_t_ha"": 0.459}, {""feature"": ""heatwave_events_3d_30"", ""from"": 2.0, ""to"": 5.0, ""standardized_delta"": 1.4323, ""prediction_gain_t_ha"": 0.459}, {""feature"": ""heatwave_events_3d_35"", ""from"": 0.0, ""to"": 1.0, ""standardized_delta"": 0.9407, ""prediction_gain_t_ha"": 0.459}, {""feature"": ""heat_degree_days_30"", ""from"": 36.23, ""to"": 124.075, ""standardized_delta"": 1.4003, ""prediction_gain_t_ha"": 0.459}, {""feature"": ""heat_degree_days_35"", ""from"": 0.27, ""to"": 13.05, ""standardized_delta"": 0.6867, ""prediction_gain_t_ha"": 0.459}]"
Wheat,Minnesota,1995,spring,drought,dry_days_1mm,2.152,2.634766023166023,0.4827660231660227,-0.43155826412351556,-0.16871730512030095,0.2628409590032146,0.544447923819245,5,"[{""feature"": ""rain_sum"", ""from"": 591.87, ""to"": 547.17, ""standardized_delta"": 0.4052, ""prediction_gain_t_ha"": 0.2628}, {""feature"": ""rain_mean"", ""from"": 3.234, ""to"": 2.99, ""standardized_delta"": 0.4048, ""prediction_gain_t_ha"": 0.2628}, {""feature"": ""dry_days_1mm"", ""from"": 98.0, ""to"": 112.0, ""standardized_delta"": 1.6202, ""prediction_gain_t_ha"": 0.2628}, {""feature"": ""dry_days_2mm"", ""from"": 122.0, ""to"": 128.0, ""standardized_delta"": 0.7042, ""prediction_gain_t_ha"": 0.2628}, {""feature"": ""max_dry_spell_1mm"", ""from"": 13.0, ""to"": 12.0, ""standardized_delta"": 0.2847, ""prediction_gain_t_ha"": 0.2628}]"
Wheat,Oklahoma,1995,winter,drought,dry_days_2mm,1.4123,1.9478657443157417,0.5355657443157416,-0.43933790824766766,0.016024764206596962,0.43933790824766766,0.8203248861799066,7,"[{""feature"": ""rain_sum"", ""from"": 937.75, ""to"": 708.4, ""standardized_delta"": 1.3327, ""prediction_gain_t_ha"": 0.4554}, {""feature"": ""rain_mean"", ""from"": 3.095, ""to"": 2.33, ""standardized_delta"": 1.3471, ""prediction_gain_t_ha"": 0.4554}, {""feature"": ""dry_days_1mm"", ""from"": 203.0, ""to"": 222.5, ""standardized_delta"": 1.3864, ""prediction_gain_t_ha"": 0.4554}, {""feature"": ""dry_days_2mm"", ""from"": 224.0, ""to"": 240.5, ""standardized_delta"": 1.4315, ""prediction_gain_t_ha"": 0.4554}, {""feature"": ""max_dry_spell_1mm"", ""from"": 15.0, ""to"": 25.0, ""standardized_delta"": 1.1403, ""prediction_gain_t_ha"": 0.4554}, {""feature"": ""dry_spell_events_7d"", ""from"": 9.0, ""to"": 11.5, ""standardized_delta"": 1.3235, ""prediction_gain_t_ha"": 0.4554}, {""feature"": ""hot_dry_days_30_1mm"", ""from"": 18.0, ""to"": 34.5, ""standardized_delta"": 1.1039, ""prediction_gain_t_ha"": 0.4554}]"
Barley,Oklahoma,1996,spring,heat,heatwave_events_3d_30,1.2374,2.0385309090909054,0.8011309090909053,-0.6473058131952986,-0.258712970593458,0.38859284260184057,0.4850553613551146,9,"[{""feature"": ""season_tmax_mean"", ""from"": 29.973, ""to"": 29.584, ""standardized_delta"": 0.254, ""prediction_gain_t_ha"": 0.3886}, {""feature"": ""heat_days_30"", ""from"": 92.0, ""to"": 94.0, ""standardized_delta"": 0.1119, ""prediction_gain_t_ha"": 0.3886}, {""feature"": ""heat_days_35"", ""from"": 31.0, ""to"": 32.0, ""standardized_delta"": 0.0483, ""prediction_gain_t_ha"": 0.3886}, {""feature"": ""heat_days_40"", ""from"": 6.0, ""to"": 1.0, ""standardized_delta"": 0.4273, ""prediction_gain_t_ha"": 0.3886}, {""feature"": ""max_consecutive_heat_days_30"", ""from"": 26.0, ""to"": 33.0, ""standardized_delta"": 0.3558, ""prediction_gain_t_ha"": 0.3886}, {""feature"": ""heatwave_events_3d_30"", ""from"": 10.0, ""to"": 8.0, ""standardized_delta"": 0.9494, ""prediction_gain_t_ha"": 0.3886}, {""feature"": ""heatwave_events_3d_35"", ""from"": 5.0, ""to"": 4.0, ""standardized_delta"": 0.5677, ""prediction_gain_t_ha"": 0.3886}, {""feature"": ""heat_degree_days_30"", ""from"": 416.22, ""to"": 396.87, ""standardized_delta"": 0.0977, ""prediction_gain_t_ha"": 0.3886}, {""feature"": ""heat_degree_days_35"", ""from"": 107.09, ""to"": 57.4, ""standardized_delta"": 0.4699, ""prediction_gain_t_ha"": 0.3886}]"
Barley,Texas,1996,spring,excess_rain,wet_days_1mm,1.8292,2.1568909090909187,0.3276909090909188,-0.35129579545225903,-0.14778364582782103,0.203512149624438,0.6210491166478255,7,"[{""feature"": ""heavy_rain_days_10"", ""from"": 19.0, ""to"": 13.0, ""standardized_delta"": 1.4144, ""prediction_gain_t_ha"": 0.2035}, {""feature"": ""heavy_rain_days_20"", ""from"": 3.0, ""to"": 4.0, ""standardized_delta"": 0.4321, ""prediction_gain_t_ha"": 0.2035}, {""feature"": ""heavy_rain_days_25"", ""from"": 2.0, ""to"": 3.0, ""standardized_delta"": 0.581, ""prediction_gain_t_ha"": 0.2035}, {""feature"": ""max_1day_rain"", ""from"": 29.72, ""to"": 31.52, ""standardized_delta"": 0.1236, ""prediction_gain_t_ha"": 0.2035}, {""feature"": ""max_3day_rain"", ""from"": 54.47, ""to"": 59.33, ""standardized_delta"": 0.2216, ""prediction_gain_t_ha"": 0.2035}, {""feature"": ""max_7day_rain"", ""from"": 89.45, ""to"": 81.975, ""standardized_delta"": 0.2477, ""prediction_gain_t_ha"": 0.2035}, {""feature"": ""wet_days_1mm"", ""from"": 76.0, ""to"": 54.5, ""standardized_delta"": 1.6103, ""prediction_gain_t_ha"": 0.2035}]"
Oats,Colorado,1996,spring,drought,dry_spell_events_7d,1.8651,2.1762754679803074,0.3111754679803074,-0.1822968578862537,-0.06725347816043274,0.11504337972582095,0.36970581412639325,7,"[{""feature"": ""rain_sum"", ""from"": 305.42, ""to"": 285.92, ""standardized_delta"": 0.3427, ""prediction_gain_t_ha"": 0.115}, {""feature"": ""rain_mean"", ""from"": 1.669, ""to"": 1.562, ""standardized_delta"": 0.3442, ""prediction_gain_t_ha"": 0.115}, {""feature"": ""dry_days_1mm"", ""from"": 102.0, ""to"": 112.0, ""standardized_delta"": 0.778, ""prediction_gain_t_ha"": 0.115}, {""feature"": ""dry_days_2mm"", ""from"": 133.0, ""to"": 137.0, ""standardized_delta"": 0.3954, ""prediction_gain_t_ha"": 0.115}, {""feature"": ""max_dry_spell_1mm"", ""from"": 14.0, ""to"": 17.0, ""standardized_delta"": 0.5742, ""prediction_gain_t_ha"": 0.115}, {""feature"": ""dry_spell_events_7d"", ""from"": 3.0, ""to"": 6.0, ""standardized_delta"": 1.7978, ""prediction_gain_t_ha"": 0.115}, {""feature"": ""hot_dry_days_30_1mm"", ""from"": 0.0, ""to"": 1.0, ""standardized_delta"": 0.6305, ""prediction_gain_t_ha"": 0.115}]"
Oats,Montana,1996,spring,drought,dry_spell_events_7d,1.4347,1.8849992964392968,0.45029929643929667,-0.3718764754967323,0.0021001311352523886,0.3718764754967323,0.8258428970183028,6,"[{""feature"": ""rain_sum"", ""from"": 261.61, ""to"": 350.57, ""standardized_delta"": 1.2858, ""prediction_gain_t_ha"": 0.374}, {""feature"": ""rain_mean"", ""from"": 1.43, ""to"": 1.916, ""standardized_delta"": 1.2854, ""prediction_gain_t_ha"": 0.374}, {""feature"": ""dry_days_2mm"", ""from"": 145.0, ""to"": 135.0, ""standardized_delta"": 1.0991, ""prediction_gain_t_ha"": 0.374}, {""feature"": ""max_dry_spell_1mm"", ""from"": 12.0, ""to"": 13.0, ""standardized_delta"": 0.1902, ""prediction_gain_t_ha"": 0.374}, {""feature"": ""dry_spell_events_7d"", ""from"": 8.0, ""to"": 5.0, ""standardized_delta"": 1.746, ""prediction_gain_t_ha"": 0.374}, {""feature"": ""hot_dry_days_30_1mm"", ""from"": 13.0, ""to"": 14.0, ""standardized_delta"": 0.1075, ""prediction_gain_t_ha"": 0.374}]"
Oats,Texas,1996,spring,excess_rain,wet_days_1mm,1.2195,1.5489525825825794,0.32945258258257937,-0.2689054700812124,-0.13705006368124656,0.13185540639996585,0.4002257483196856,7,"[{""feature"": ""heavy_rain_days_10"", ""from"": 19.0, ""to"": 13.0, ""standardized_delta"": 1.4144, ""prediction_gain_t_ha"": 0.1319}, {""feature"": ""heavy_rain_days_20"", ""from"": 3.0, ""to"": 4.0, ""standardized_delta"": 0.4321, ""prediction_gain_t_ha"": 0.1319}, {""feature"": ""heavy_rain_days_25"", ""from"": 2.0, ""to"": 3.0, ""standardized_delta"": 0.581, ""prediction_gain_t_ha"": 0.1319}, {""feature"": ""max_1day_rain"", ""from"": 29.72, ""to"": 31.52, ""standardized_delta"": 0.1236, ""prediction_gain_t_ha"": 0.1319}, {""feature"": ""max_3day_rain"", ""from"": 54.47, ""to"": 59.33, ""standardized_delta"": 0.2216, ""prediction_gain_t_ha"": 0.1319}, {""feature"": ""max_7day_rain"", ""from"": 89.45, ""to"": 81.975, ""standardized_delta"": 0.2477, ""prediction_gain_t_ha"": 0.1319}, {""feature"": ""wet_days_1mm"", ""from"": 76.0, ""to"": 54.5, ""standardized_delta"": 1.6103, ""prediction_gain_t_ha"": 0.1319}]"
Wheat,Illinois,1996,winter,drought,max_dry_spell_1mm,2.5555,3.357479699699695,0.8019796996996953,-0.638556159578082,-0.3497052738938024,0.2888508856842796,0.3601723158235065,7,"[{""feature"": ""rain_sum"", ""from"": 710.2, ""to"": 804.935, ""standardized_delta"": 0.6642, ""prediction_gain_t_ha"": 0.2889}, {""feature"": ""rain_mean"", ""from"": 2.336, ""to"": 2.6565, ""standardized_delta"": 0.6799, ""prediction_gain_t_ha"": 0.2889}, {""feature"": ""dry_days_1mm"", ""from"": 205.0, ""to"": 204.5, ""standardized_delta"": 0.0481, ""prediction_gain_t_ha"": 0.2889}, {""feature"": ""dry_days_2mm"", ""from"": 225.0, ""to"": 226.0, ""standardized_delta"": 0.1026, ""prediction_gain_t_ha"": 0.2889}, {""feature"": ""max_dry_spell_1mm"", ""from"": 26.0, ""to"": 19.0, ""standardized_delta"": 1.4207, ""prediction_gain_t_ha"": 0.2889}, {""feature"": ""dry_spell_events_14d"", ""from"": 2.0, ""to"": 1.0, ""standardized_delta"": 0.8822, ""prediction_gain_t_ha"": 0.2889}, {""feature"": ""hot_dry_days_30_1mm"", ""from"": 6.0, ""to"": 8.0, ""standardized_delta"": 0.3414, ""prediction_gain_t_ha"": 0.2889}]"
Wheat,Kansas,1996,winter,drought,dry_days_1mm,1.9503,2.4885181595881605,0.5382181595881605,-0.5311484583729481,-0.17268295664206815,0.35846550173088,0.6660226812212624,8,"[{""feature"": ""rain_sum"", ""from"": 432.65, ""to"": 558.63, ""standardized_delta"": 0.986, ""prediction_gain_t_ha"": 0.3585}, {""feature"": ""rain_mean"", ""from"": 1.423, ""to"": 1.844, ""standardized_delta"": 0.9981, ""prediction_gain_t_ha"": 0.3585}, {""feature"": ""dry_days_1mm"", ""from"": 255.0, ""to"": 233.0, ""standardized_delta"": 1.7882, ""prediction_gain_t_ha"": 0.3585}, {""feature"": ""dry_days_2mm"", ""from"": 263.0, ""to"": 249.5, ""standardized_delta"": 1.3866, ""prediction_gain_t_ha"": 0.3585}, {""feature"": ""max_dry_spell_1mm"", ""from"": 47.0, ""to"": 33.0, ""standardized_delta"": 1.207, ""prediction_gain_t_ha"": 0.3585}, {""feature"": ""dry_spell_events_7d"", ""from"": 11.0, ""to"": 12.0, ""standardized_delta"": 0.4742, ""prediction_gain_t_ha"": 0.3585}, {""feature"": ""dry_spell_events_14d"", ""from"": 3.0, ""to"": 4.0, ""standardized_delta"": 0.818, ""prediction_gain_t_ha"": 0.3585}, {""feature"": ""hot_dry_days_30_1mm"", ""from"": 34.0, ""to"": 28.5, ""standardized_delta"": 0.5186, ""prediction_gain_t_ha"": 0.3585}]"
Wheat,Oklahoma,1996,winter,drought,max_dry_spell_1mm,1.2778,1.9590427069927046,0.6812427069927045,-0.6610915664687478,-0.06798994868199074,0.5931016177867571,0.8706171995660111,8,"[{""feature"": ""rain_sum"", ""from"": 497.38, ""to"": 708.4, ""standardized_delta"": 1.2262, ""prediction_gain_t_ha"": 0.5931}, {""feature"": ""rain_mean"", ""from"": 1.636, ""to"": 2.33, ""standardized_delta"": 1.222, ""prediction_gain_t_ha"": 0.5931}, {""feature"": ""dry_days_1mm"", ""from"": 243.0, ""to"": 222.5, ""standardized_delta"": 1.4575, ""prediction_gain_t_ha"": 0.5931}, {""feature"": ""dry_days_2mm"", ""from"": 257.0, ""to"": 240.5, ""standardized_delta"": 1.4315, ""prediction_gain_t_ha"": 0.5931}, {""feature"": ""max_dry_spell_1mm"", ""from"": 44.0, ""to"": 25.0, ""standardized_delta"": 2.1666, ""prediction_gain_t_ha"": 0.5931}, {""feature"": ""dry_spell_events_7d"", ""from"": 12.0, ""to"": 11.5, ""standardized_delta"": 0.2647, ""prediction_gain_t_ha"": 0.5931}, {""feature"": ""dry_spell_events_14d"", ""from"": 6.0, ""to"": 3.0, ""standardized_delta"": 1.9693, ""prediction_gain_t_ha"": 0.5931}, {""feature"": ""hot_dry_days_30_1mm"", ""from"": 38.0, ""to"": 34.5, ""standardized_delta"": 0.2342, ""prediction_gain_t_ha"": 0.5931}]"
Wheat,Texas,1996,winter,drought,dry_spell_events_14d,1.7485,2.01651222222222,0.2680122222222199,-0.25613301073069,-0.10701835877819879,0.1491146519524912,0.5563725815043397,8,"[{""feature"": ""rain_sum"", ""from"": 429.12, ""to"": 640.415, ""standardized_delta"": 1.0627, ""prediction_gain_t_ha"": 0.1491}, {""feature"": ""rain_mean"", ""from"": 1.412, ""to"": 2.11, ""standardized_delta"": 1.0654, ""prediction_gain_t_ha"": 0.1491}, {""feature"": ""dry_days_1mm"", ""from"": 243.0, ""to"": 227.0, ""standardized_delta"": 0.8422, ""prediction_gain_t_ha"": 0.1491}, {""feature"": ""dry_days_2mm"", ""from"": 255.0, ""to"": 242.5, ""standardized_delta"": 0.7855, ""prediction_gain_t_ha"": 0.1491}, {""feature"": ""max_dry_spell_1mm"", ""from"": 30.0, ""to"": 27.0, ""standardized_delta"": 0.3462, ""prediction_gain_t_ha"": 0.1491}, {""feature"": ""dry_spell_events_7d"", ""from"": 13.0, ""to"": 12.0, ""standardized_delta"": 0.4249, ""prediction_gain_t_ha"": 0.1491}, {""feature"": ""dry_spell_events_14d"", ""from"": 6.0, ""to"": 4.0, ""standardized_delta"": 1.0939, ""prediction_gain_t_ha"": 0.1491}, {""feature"": ""hot_dry_days_30_1mm"", ""from"": 75.0, ""to"": 67.5, ""standardized_delta"": 0.3839, ""prediction_gain_t_ha"": 0.1491}]"
Barley,North Dakota,1997,spring,drought,dry_days_1mm,2.421,2.83226297297297,0.41126297297297,-0.3828230731952713,-0.1704976430734428,0.2123254301218285,0.5162765531430019,7,"[{""feature"": ""rain_sum"", ""from"": 295.06, ""to"": 372.59, ""standardized_delta"": 0.9285, ""prediction_gain_t_ha"": 0.2123}, {""feature"": ""rain_mean"", ""from"": 1.612, ""to"": 2.036, ""standardized_delta"": 0.9292, ""prediction_gain_t_ha"": 0.2123}, {""feature"": ""dry_days_1mm"", ""from"": 136.0, ""to"": 121.0, ""standardized_delta"": 1.6901, ""prediction_gain_t_ha"": 0.2123}, {""feature"": ""dry_days_2mm"", ""from"": 151.0, ""to"": 139.0, ""standardized_delta"": 1.5965, ""prediction_gain_t_ha"": 0.2123}, {""feature"": ""dry_spell_events_7d"", ""from"": 7.0, ""to"": 5.0, ""standardized_delta"": 1.1538, ""prediction_gain_t_ha"": 0.2123}, {""feature"": ""dry_spell_events_14d"", ""from"": 2.0, ""to"": 1.0, ""standardized_delta"": 1.3085, ""prediction_gain_t_ha"": 0.2123}, {""feature"": ""hot_dry_days_30_1mm"", ""from"": 19.0, ""to"": 18.0, ""standardized_delta"": 0.1061, ""prediction_gain_t_ha"": 0.2123}]"
