crop,region,year,driver_group,feature,from_value,to_value,standardized_delta,prediction_gain_t_ha
Barley,Washington,2015,drought,hot_dry_days_30_1mm,20.0,8.0,1.9194985661230002,0.6143386968962516
Canola,Washington,2015,drought,rain_sum,110.18,203.83,1.6929756664552302,0.3877211458733098
Canola,Washington,2015,drought,rain_mean,0.602,1.114,1.6937422046337942,0.3877211458733098
Canola,Washington,2015,drought,dry_days_1mm,149.0,131.0,1.5385911907738836,0.3877211458733098
Canola,Washington,2015,drought,dry_days_2mm,167.0,152.0,1.6844231409712218,0.3877211458733098
Canola,Washington,2015,drought,dry_spell_events_7d,7.0,6.0,0.5278356508830655,0.3877211458733098
Canola,Washington,2015,drought,dry_spell_events_14d,3.0,2.0,1.2100904155129915,0.3877211458733098
Canola,Washington,2015,drought,hot_dry_days_30_1mm,20.0,8.0,1.9194985661230002,0.3877211458733098
Wheat,Nebraska,2015,heat,season_tmax_mean,14.183,14.113,0.05667482784933241,0.1541959193860869
Wheat,Nebraska,2015,heat,season_tmean_mean,7.904,7.8855,0.01761723611016381,0.1541959193860869
Wheat,Nebraska,2015,heat,growing_degree_days_base5,1759.305,1671.615,0.49277493316726684,0.1541959193860869
Wheat,Nebraska,2015,heat,heat_days_30,13.0,23.0,1.1713350998092222,0.1541959193860869
Wheat,Nebraska,2015,heat,heat_days_35,1.0,3.0,0.45165337577176984,0.1541959193860869
Wheat,Nebraska,2015,heat,max_consecutive_heat_days_30,4.0,6.0,0.7229140532099888,0.1541959193860869
Wheat,Nebraska,2015,heat,max_consecutive_heat_days_35,1.0,1.5,0.20852880577563127,0.1541959193860869
Wheat,Nebraska,2015,heat,heatwave_events_3d_30,2.0,3.0,0.5926790611056689,0.1541959193860869
Wheat,Nebraska,2015,heat,heat_degree_days_30,25.02,60.41,0.8732792949625398,0.1541959193860869
Wheat,Nebraska,2015,heat,heat_degree_days_35,0.49,2.6900000000000004,0.24322821739669723,0.1541959193860869
Wheat,Oklahoma,2015,drought,rain_sum,920.9,708.4,1.2347765463138205,0.24085509898387508
Wheat,Oklahoma,2015,drought,rain_mean,3.039,2.33,1.2484559570620049,0.24085509898387508
Wheat,Oklahoma,2015,drought,dry_days_1mm,218.0,222.5,0.3199344724942936,0.24085509898387508
Wheat,Oklahoma,2015,drought,dry_days_2mm,235.0,240.5,0.47716681783524173,0.24085509898387508
Wheat,Oklahoma,2015,drought,max_dry_spell_1mm,17.0,25.0,0.9122677768602211,0.24085509898387508
Wheat,Oklahoma,2015,drought,dry_spell_events_7d,12.0,11.5,0.2646927985043627,0.24085509898387508
Wheat,Oklahoma,2015,drought,dry_spell_events_14d,2.0,3.0,0.6564423452730472,0.24085509898387508
Wheat,Oklahoma,2015,drought,hot_dry_days_30_1mm,39.0,34.5,0.3010600899506964,0.24085509898387508
Wheat,Washington,2015,drought,rain_sum,668.21,771.81,0.7675286194405446,0.5433022245521437
Wheat,Washington,2015,drought,rain_mean,2.205,2.5389999999999997,0.7508181370425684,0.5433022245521437
Wheat,Washington,2015,drought,dry_days_1mm,188.0,156.5,1.5944367807373991,0.5433022245521437
