crop,region,year,driver_group,feature,from_value,to_value,standardized_delta,prediction_gain_t_ha
Wheat,Oklahoma,1996,drought,dry_spell_events_7d,12.0,11.5,0.2646927985043627,0.593101617786757
Wheat,Oklahoma,1996,drought,dry_spell_events_14d,6.0,3.0,1.9693270358191417,0.593101617786757
Wheat,Oklahoma,1996,drought,hot_dry_days_30_1mm,38.0,34.5,0.23415784773943052,0.593101617786757
Wheat,Texas,1996,drought,rain_sum,429.12,640.415,1.062736132327955,0.14911465195249124
Wheat,Texas,1996,drought,rain_mean,1.412,2.11,1.0654251076783123,0.14911465195249124
Wheat,Texas,1996,drought,dry_days_1mm,243.0,227.0,0.8422200703592932,0.14911465195249124
Wheat,Texas,1996,drought,dry_days_2mm,255.0,242.5,0.7854888952065487,0.14911465195249124
Wheat,Texas,1996,drought,max_dry_spell_1mm,30.0,27.0,0.34621238235890717,0.14911465195249124
Wheat,Texas,1996,drought,dry_spell_events_7d,13.0,12.0,0.42487146210627147,0.14911465195249124
Wheat,Texas,1996,drought,dry_spell_events_14d,6.0,4.0,1.0938835388564894,0.14911465195249124
Wheat,Texas,1996,drought,hot_dry_days_30_1mm,75.0,67.5,0.383923668644562,0.14911465195249124
Barley,North Dakota,1997,drought,rain_sum,295.06,372.59,0.928486080754125,0.21232543012182856
Barley,North Dakota,1997,drought,rain_mean,1.612,2.036,0.9291500010753467,0.21232543012182856
Barley,North Dakota,1997,drought,dry_days_1mm,136.0,121.0,1.6900514433617442,0.21232543012182856
Barley,North Dakota,1997,drought,dry_days_2mm,151.0,139.0,1.5964736466441658,0.21232543012182856
Barley,North Dakota,1997,drought,dry_spell_events_7d,7.0,5.0,1.1538106831874604,0.21232543012182856
Barley,North Dakota,1997,drought,dry_spell_events_14d,2.0,1.0,1.308488308168563,0.21232543012182856
Barley,North Dakota,1997,drought,hot_dry_days_30_1mm,19.0,18.0,0.10612464599492101,0.21232543012182856
Oats,North Dakota,1997,drought,rain_sum,295.06,372.59,0.928486080754125,0.19259840211770107
Oats,North Dakota,1997,drought,rain_mean,1.612,2.036,0.9291500010753467,0.19259840211770107
Oats,North Dakota,1997,drought,dry_days_1mm,136.0,121.0,1.6900514433617442,0.19259840211770107
Oats,North Dakota,1997,drought,dry_days_2mm,151.0,139.0,1.5964736466441658,0.19259840211770107
Oats,North Dakota,1997,drought,dry_spell_events_7d,7.0,5.0,1.1538106831874604,0.19259840211770107
Oats,North Dakota,1997,drought,dry_spell_events_14d,2.0,1.0,1.308488308168563,0.19259840211770107
Oats,North Dakota,1997,drought,hot_dry_days_30_1mm,19.0,18.0,0.10612464599492101,0.19259840211770107
Wheat,Minnesota,1997,frost_cold,season_tmin_mean,9.124,10.003,1.0790892878710185,0.25581393516020556
Wheat,Minnesota,1997,frost_cold,frost_days_0,23.0,17.0,1.0000134180459306,0.25581393516020556
Wheat,Minnesota,1997,frost_cold,cold_days_5,53.0,41.0,1.7002385310333084,0.25581393516020556
Wheat,Minnesota,1997,frost_cold,min_tmin,-12.63,-6.47,1.9198214442787864,0.25581393516020556
Wheat,Minnesota,1997,frost_cold,frost_events_2d,4.0,3.0,0.9722196454305163,0.25581393516020556
Wheat,North Dakota,1997,drought,rain_sum,295.06,372.59,0.928486080754125,0.2230337822853548
Wheat,North Dakota,1997,drought,rain_mean,1.612,2.036,0.9291500010753467,0.2230337822853548
Wheat,North Dakota,1997,drought,dry_days_1mm,136.0,121.0,1.6900514433617442,0.2230337822853548
Wheat,North Dakota,1997,drought,dry_days_2mm,151.0,139.0,1.5964736466441658,0.2230337822853548
Wheat,North Dakota,1997,drought,dry_spell_events_7d,7.0,5.0,1.1538106831874604,0.2230337822853548
Wheat,North Dakota,1997,drought,dry_spell_events_14d,2.0,1.0,1.308488308168563,0.2230337822853548
Wheat,North Dakota,1997,drought,hot_dry_days_30_1mm,19.0,18.0,0.10612464599492101,0.2230337822853548
Wheat,South Dakota,1997,drought,rain_sum,485.08,412.03,0.8943562602342586,0.2946214975435058
Wheat,South Dakota,1997,drought,rain_mean,2.651,2.252,0.8938511218752276,0.2946214975435058
Wheat,South Dakota,1997,drought,dry_days_1mm,105.0,119.0,1.8044264677203943,0.2946214975435058
Wheat,South Dakota,1997,drought,dry_days_2mm,127.0,136.0,1.2883308343790418,0.2946214975435058
Wheat,South Dakota,1997,drought,max_dry_spell_1mm,14.0,15.0,0.21101409005942648,0.2946214975435058
Wheat,South Dakota,1997,drought,dry_spell_events_7d,4.0,5.0,0.6581347468082911,0.2946214975435058
Wheat,South Dakota,1997,drought,hot_dry_days_30_1mm,13.0,41.0,2.1618615221710233,0.2946214975435058
Oats,Illinois,1998,excess_rain,heavy_rain_days_10,24.0,20.0,0.7751505460868311,0.15813087200292528
Oats,Illinois,1998,excess_rain,heavy_rain_days_20,9.0,6.0,1.3017529218158364,0.15813087200292528
Oats,Illinois,1998,excess_rain,max_1day_rain,28.13,44.769999999999996,1.2017057087707887,0.15813087200292528
Oats,Illinois,1998,excess_rain,max_3day_rain,55.2,65.11500000000001,0.4730432147724777,0.15813087200292528
Oats,Illinois,1998,excess_rain,max_7day_rain,79.11,90.715,0.4673771858252317,0.15813087200292528
Oats,Illinois,1998,excess_rain,wet_days_1mm,80.0,71.0,0.9393039544299301,0.15813087200292528
Barley,Minnesota,1999,drought,rain_sum,657.89,547.17,1.0035599874078587,0.28174025269979747
Barley,Minnesota,1999,drought,rain_mean,3.595,2.99,1.0036358589525465,0.28174025269979747
Barley,Minnesota,1999,drought,dry_days_1mm,92.0,112.0,2.314513093901005,0.28174025269979747
Barley,Minnesota,1999,drought,dry_days_2mm,111.0,128.0,1.9952346007255826,0.28174025269979747
Barley,Minnesota,1999,drought,hot_dry_days_30_1mm,3.0,5.0,0.24470101049255838,0.28174025269979747
Barley,Texas,1999,heat,season_tmax_mean,33.274,32.361,0.6452953866910812,0.11259445368795984
Barley,Texas,1999,heat,season_tmean_mean,26.653,25.945999999999998,0.688285019189037,0.11259445368795984
Barley,Texas,1999,heat,growing_degree_days_base5,3962.485,3833.16,0.688492914954838,0.11259445368795984
Barley,Texas,1999,heat,heat_days_30,140.0,130.0,0.6063950692685869,0.11259445368795984
Barley,Texas,1999,heat,heat_days_35,66.0,61.5,0.19423179823691394,0.11259445368795984
Barley,Texas,1999,heat,heat_days_40,8.0,5.0,0.2740687845675276,0.11259445368795984
Barley,Texas,1999,heat,max_consecutive_heat_days_30,61.0,50.0,0.5207553972489471,0.11259445368795984
Barley,Texas,1999,heat,max_consecutive_heat_days_35,19.0,18.5,0.03701317918117204,0.11259445368795984
Barley,Texas,1999,heat,heatwave_events_3d_30,11.0,7.0,2.0087527770480484,0.11259445368795984
Barley,Texas,1999,heat,heatwave_events_3d_35,7.0,6.5,0.20001159521118758,0.11259445368795984
Barley,Texas,1999,heat,heat_degree_days_30,708.48,628.96,0.40150025790264826,0.11259445368795984
Barley,Texas,1999,heat,heat_degree_days_35,168.63,155.64,0.12223603027278332,0.11259445368795984
Barley,Montana,2000,drought,rain_sum,281.42,350.57,0.9995049900842828,0.28926676681194274
Barley,Montana,2000,drought,rain_mean,1.538,1.916,0.9997321412337512,0.28926676681194274
Barley,Montana,2000,drought,dry_days_1mm,117.0,115.0,0.17023596363492063,0.28926676681194274
Barley,Montana,2000,drought,dry_days_2mm,144.0,135.0,0.9892252626098887,0.28926676681194274
Barley,Montana,2000,drought,max_dry_spell_1mm,23.0,13.0,1.9018758866831447,0.28926676681194274
Barley,Montana,2000,drought,dry_spell_events_7d,7.0,5.0,1.1640034120985852,0.28926676681194274
Barley,Montana,2000,drought,dry_spell_events_14d,1.0,0.0,1.1693361102674926,0.28926676681194274
Barley,Montana,2000,drought,hot_dry_days_30_1mm,23.0,14.0,0.967246910436656,0.28926676681194274
Barley,Nebraska,2000,heat,season_tmax_mean,27.748,25.813,1.3930365781515992,0.6119892223535656
Barley,Nebraska,2000,heat,season_tmean_mean,20.123,19.139,0.9174350115613872,0.6119892223535656
Barley,Nebraska,2000,heat,growing_degree_days_base5,2782.04,2616.99,0.8663846540935687,0.6119892223535656
Barley,Nebraska,2000,heat,heat_days_30,83.0,58.0,1.435772137776073,0.6119892223535656
Barley,Nebraska,2000,heat,heat_days_35,34.0,14.0,1.5547454623233716,0.6119892223535656
Barley,Nebraska,2000,heat,heat_days_40,1.0,0.0,0.5793225659599118,0.6119892223535656
Barley,Nebraska,2000,heat,max_consecutive_heat_days_30,17.0,13.0,0.6765025030017131,0.6119892223535656
Barley,Nebraska,2000,heat,max_consecutive_heat_days_35,10.0,4.0,1.7939110361779638,0.6119892223535656
Barley,Nebraska,2000,heat,heatwave_events_3d_30,10.0,7.0,1.2506813846240565,0.6119892223535656
Barley,Nebraska,2000,heat,heatwave_events_3d_35,4.0,2.0,1.1433971698085372,0.6119892223535656
Barley,Nebraska,2000,heat,heat_degree_days_30,363.14,191.26,1.536227433614908,0.6119892223535656
Barley,Nebraska,2000,heat,heat_degree_days_35,65.55,25.12,1.205283386385028,0.6119892223535656
Oats,Nebraska,2000,heat,season_tmax_mean,27.748,25.813,1.3930365781515992,0.3643842130502836
Oats,Nebraska,2000,heat,season_tmean_mean,20.123,19.139,0.9174350115613872,0.3643842130502836
Oats,Nebraska,2000,heat,growing_degree_days_base5,2782.04,2616.99,0.8663846540935687,0.3643842130502836
Oats,Nebraska,2000,heat,heat_days_30,83.0,58.0,1.435772137776073,0.3643842130502836
Oats,Nebraska,2000,heat,heat_days_35,34.0,14.0,1.5547454623233716,0.3643842130502836
Oats,Nebraska,2000,heat,heat_days_40,1.0,0.0,0.5793225659599118,0.3643842130502836
Oats,Nebraska,2000,heat,max_consecutive_heat_days_30,17.0,13.0,0.6765025030017131,0.3643842130502836
Oats,Nebraska,2000,heat,max_consecutive_heat_days_35,10.0,4.0,1.7939110361779638,0.3643842130502836
Oats,Nebraska,2000,heat,heatwave_events_3d_30,10.0,7.0,1.2506813846240565,0.3643842130502836
Oats,Nebraska,2000,heat,heatwave_events_3d_35,4.0,2.0,1.1433971698085372,0.3643842130502836
Oats,Nebraska,2000,heat,heat_degree_days_30,363.14,191.26,1.536227433614908,0.3643842130502836
Oats,Nebraska,2000,heat,heat_degree_days_35,65.55,25.12,1.205283386385028,0.3643842130502836
Barley,Montana,2001,drought,rain_sum,278.03,350.57,1.0485045839582636,0.27951145879291917
Barley,Montana,2001,drought,rain_mean,1.519,1.916,1.049983227697882,0.27951145879291917
Barley,Montana,2001,drought,dry_days_1mm,122.0,115.0,0.5958258727222222,0.27951145879291917
Barley,Montana,2001,drought,dry_days_2mm,149.0,135.0,1.5387948529487157,0.27951145879291917
Barley,Montana,2001,drought,max_dry_spell_1mm,24.0,13.0,2.092063475351459,0.27951145879291917
Barley,Montana,2001,drought,dry_spell_events_14d,2.0,0.0,2.3386722205349852,0.27951145879291917
Barley,Montana,2001,drought,hot_dry_days_30_1mm,27.0,14.0,1.397134426186281,0.27951145879291917
Barley,Washington,2001,heat,season_tmax_mean,18.595,19.161,0.5690452452520444,0.3300424935038861
Barley,Washington,2001,heat,season_tmean_mean,11.926,12.7655,0.9770487311926871,0.3300424935038861
Barley,Washington,2001,heat,growing_degree_days_base5,1355.225,1476.4125,0.8657386423482486,0.3300424935038861
Barley,Washington,2001,heat,max_consecutive_heat_days_30,6.0,3.0,1.4486487617593407,0.3300424935038861
Barley,Washington,2001,heat,heat_degree_days_30,12.0,12.035,0.0023902529449681136,0.3300424935038861
Canola,Montana,2001,drought,rain_sum,278.03,350.57,1.0485045839582636,0.22096956135385995
Canola,Montana,2001,drought,rain_mean,1.519,1.916,1.049983227697882,0.22096956135385995
Canola,Montana,2001,drought,dry_days_1mm,122.0,115.0,0.5958258727222222,0.22096956135385995
Canola,Montana,2001,drought,dry_days_2mm,149.0,135.0,1.5387948529487157,0.22096956135385995
Canola,Montana,2001,drought,max_dry_spell_1mm,24.0,13.0,2.092063475351459,0.22096956135385995
Canola,Montana,2001,drought,dry_spell_events_14d,2.0,0.0,2.3386722205349852,0.22096956135385995
Canola,Montana,2001,drought,hot_dry_days_30_1mm,27.0,14.0,1.397134426186281,0.22096956135385995
Oats,Washington,2001,heat,season_tmax_mean,18.595,19.161,0.5690452452520444,0.28235589786341386
Oats,Washington,2001,heat,season_tmean_mean,11.926,12.7655,0.9770487311926871,0.28235589786341386
Oats,Washington,2001,heat,growing_degree_days_base5,1355.225,1476.4125,0.8657386423482486,0.28235589786341386
Oats,Washington,2001,heat,max_consecutive_heat_days_30,6.0,3.0,1.4486487617593407,0.28235589786341386
Oats,Washington,2001,heat,heat_degree_days_30,12.0,12.035,0.0023902529449681136,0.28235589786341386
Wheat,Montana,2001,drought,rain_sum,278.03,350.57,1.0485045839582636,0.3031887680534122
Wheat,Montana,2001,drought,rain_mean,1.519,1.916,1.049983227697882,0.3031887680534122
Wheat,Montana,2001,drought,dry_days_1mm,122.0,115.0,0.5958258727222222,0.3031887680534122
Wheat,Montana,2001,drought,dry_days_2mm,149.0,135.0,1.5387948529487157,0.3031887680534122
Wheat,Montana,2001,drought,max_dry_spell_1mm,24.0,13.0,2.092063475351459,0.3031887680534122
Wheat,Montana,2001,drought,dry_spell_events_14d,2.0,0.0,2.3386722205349852,0.3031887680534122
Wheat,Montana,2001,drought,hot_dry_days_30_1mm,27.0,14.0,1.397134426186281,0.3031887680534122
Barley,Minnesota,2002,drought,rain_sum,674.2,547.17,1.1513929299170913,0.405627553955427
Barley,Minnesota,2002,drought,rain_mean,3.684,2.99,1.1512781588645737,0.405627553955427
Barley,Minnesota,2002,drought,dry_days_1mm,102.0,112.0,1.1572565469505025,0.405627553955427
Barley,Minnesota,2002,drought,dry_days_2mm,124.0,128.0,0.46946696487660766,0.405627553955427
Barley,Minnesota,2002,drought,dry_spell_events_7d,2.0,3.0,0.6930048314864428,0.405627553955427
Barley,Minnesota,2002,drought,hot_dry_days_30_1mm,8.0,5.0,0.36705151573883754,0.405627553955427
Barley,Montana,2002,heat,season_tmax_mean,20.126,20.729,0.5422136485343705,0.4055357293024951
Barley,Montana,2002,heat,season_tmean_mean,12.954,13.861,0.9773681246568583,0.4055357293024951
Barley,Montana,2002,heat,growing_degree_days_base5,1584.77,1665.575,0.49853716422339667,0.4055357293024951
Barley,Montana,2002,heat,heat_days_30,23.0,17.0,0.5827441668796767,0.4055357293024951
Barley,Montana,2002,heat,heat_days_35,5.0,0.0,2.2695101909365962,0.4055357293024951
Barley,Montana,2002,heat,max_consecutive_heat_days_35,4.0,0.0,4.130619042712582,0.4055357293024951
Barley,Montana,2002,heat,heatwave_events_3d_30,4.0,2.0,1.1170888152253808,0.4055357293024951
Barley,Montana,2002,heat,heatwave_events_3d_35,1.0,0.0,5.875619181274326,0.4055357293024951
Barley,Montana,2002,heat,heat_degree_days_30,58.34,29.76,0.9905462005393652,0.4055357293024951
Barley,Montana,2002,heat,heat_degree_days_35,12.57,0.0,4.622787245365157,0.4055357293024951
Barley,Nebraska,2002,drought,rain_sum,254.06,442.88,1.8009366871043826,0.47496808223464126
Barley,Nebraska,2002,drought,rain_mean,1.388,2.42,1.8011065861306892,0.47496808223464126
Barley,Nebraska,2002,drought,dry_days_1mm,130.0,115.0,1.3498559701116681,0.47496808223464126
Barley,Nebraska,2002,drought,dry_days_2mm,152.0,132.0,1.9517928563015052,0.47496808223464126
Barley,Nebraska,2002,drought,max_dry_spell_1mm,18.0,12.0,1.2918860357975714,0.47496808223464126
Barley,Nebraska,2002,drought,dry_spell_events_7d,8.0,5.0,1.392950511016583,0.47496808223464126
Barley,Nebraska,2002,drought,dry_spell_events_14d,2.0,0.0,2.428158511552619,0.47496808223464126
Barley,Nebraska,2002,drought,hot_dry_days_30_1mm,52.0,41.0,0.7426080027146633,0.47496808223464126
Barley,North Dakota,2002,drought,rain_sum,298.94,372.59,0.882019861312283,0.42286836633509606
Barley,North Dakota,2002,drought,rain_mean,1.634,2.036,0.8809393878120036,0.42286836633509606
Barley,North Dakota,2002,drought,dry_days_1mm,122.0,121.0,0.11267009622411628,0.42286836633509606
Barley,North Dakota,2002,drought,dry_days_2mm,141.0,139.0,0.26607894110736097,0.42286836633509606
Barley,North Dakota,2002,drought,max_dry_spell_1mm,22.0,14.0,1.904022759893564,0.42286836633509606
Barley,North Dakota,2002,drought,hot_dry_days_30_1mm,31.0,18.0,1.3796203979339732,0.42286836633509606
Barley,South Dakota,2002,excess_rain,heavy_rain_days_10,8.0,11.0,0.7572270390424075,0.36316129180652273
Barley,South Dakota,2002,excess_rain,heavy_rain_days_20,1.0,3.0,1.0697867019029743,0.36316129180652273
Barley,South Dakota,2002,excess_rain,max_1day_rain,29.77,30.6,0.0833013749809065,0.36316129180652273
Barley,South Dakota,2002,excess_rain,max_3day_rain,30.6,50.040000000000006,1.225225647564334,0.36316129180652273
Barley,South Dakota,2002,excess_rain,max_7day_rain,43.23,64.325,0.9023332416105241,0.36316129180652273
Barley,South Dakota,2002,excess_rain,wet_days_1mm,52.0,64.0,1.546651258046052,0.36316129180652273
Canola,Minnesota,2002,drought,rain_sum,674.2,547.17,1.1513929299170913,0.36459189702483275
Canola,Minnesota,2002,drought,rain_mean,3.684,2.99,1.1512781588645737,0.36459189702483275
Canola,Minnesota,2002,drought,dry_days_1mm,102.0,112.0,1.1572565469505025,0.36459189702483275
Canola,Minnesota,2002,drought,dry_days_2mm,124.0,128.0,0.46946696487660766,0.36459189702483275
Canola,Minnesota,2002,drought,dry_spell_events_7d,2.0,3.0,0.6930048314864428,0.36459189702483275
Canola,Minnesota,2002,drought,hot_dry_days_30_1mm,8.0,5.0,0.36705151573883754,0.36459189702483275
Canola,Montana,2002,heat,season_tmax_mean,20.126,20.729,0.5422136485343705,0.3508637559171187
Canola,Montana,2002,heat,season_tmean_mean,12.954,13.861,0.9773681246568583,0.3508637559171187
Canola,Montana,2002,heat,growing_degree_days_base5,1584.77,1665.575,0.49853716422339667,0.3508637559171187
Canola,Montana,2002,heat,heat_days_30,23.0,17.0,0.5827441668796767,0.3508637559171187
Canola,Montana,2002,heat,heat_days_35,5.0,0.0,2.2695101909365962,0.3508637559171187
Canola,Montana,2002,heat,max_consecutive_heat_days_35,4.0,0.0,4.130619042712582,0.3508637559171187
Canola,Montana,2002,heat,heatwave_events_3d_30,4.0,2.0,1.1170888152253808,0.3508637559171187
Canola,Montana,2002,heat,heatwave_events_3d_35,1.0,0.0,5.875619181274326,0.3508637559171187
Canola,Montana,2002,heat,heat_degree_days_30,58.34,29.76,0.9905462005393652,0.3508637559171187
Canola,Montana,2002,heat,heat_degree_days_35,12.57,0.0,4.622787245365157,0.3508637559171187
Canola,North Dakota,2002,drought,rain_sum,298.94,372.59,0.882019861312283,0.2725089163353862
Canola,North Dakota,2002,drought,rain_mean,1.634,2.036,0.8809393878120036,0.2725089163353862
Canola,North Dakota,2002,drought,dry_days_1mm,122.0,121.0,0.11267009622411628,0.2725089163353862
Canola,North Dakota,2002,drought,dry_days_2mm,141.0,139.0,0.26607894110736097,0.2725089163353862
Canola,North Dakota,2002,drought,max_dry_spell_1mm,22.0,14.0,1.904022759893564,0.2725089163353862
Canola,North Dakota,2002,drought,hot_dry_days_30_1mm,31.0,18.0,1.3796203979339732,0.2725089163353862
Oats,Colorado,2002,drought,rain_sum,161.7,285.92,2.1831581759758354,0.2554632114711504
Oats,Colorado,2002,drought,rain_mean,0.884,1.562,2.1807146483631126,0.2554632114711504
Oats,Colorado,2002,drought,dry_days_1mm,138.0,112.0,2.022736255599388,0.2554632114711504
Oats,Colorado,2002,drought,dry_days_2mm,158.0,137.0,2.0760977788488764,0.2554632114711504
Oats,Colorado,2002,drought,max_dry_spell_1mm,29.0,17.0,2.296899491539077,0.2554632114711504
Oats,Colorado,2002,drought,dry_spell_events_7d,9.0,6.0,1.7977886969538517,0.2554632114711504
Oats,Colorado,2002,drought,dry_spell_events_14d,2.0,1.0,1.2552918289216957,0.2554632114711504
Oats,Colorado,2002,drought,hot_dry_days_30_1mm,3.0,1.0,1.26091640696841,0.2554632114711504
Oats,Nebraska,2002,drought,rain_sum,254.06,442.88,1.8009366871043826,0.4036520143578731
Oats,Nebraska,2002,drought,rain_mean,1.388,2.42,1.8011065861306892,0.4036520143578731
Oats,Nebraska,2002,drought,dry_days_1mm,130.0,115.0,1.3498559701116681,0.4036520143578731
Oats,Nebraska,2002,drought,dry_days_2mm,152.0,132.0,1.9517928563015052,0.4036520143578731
Oats,Nebraska,2002,drought,max_dry_spell_1mm,18.0,12.0,1.2918860357975714,0.4036520143578731
Oats,Nebraska,2002,drought,dry_spell_events_7d,8.0,5.0,1.392950511016583,0.4036520143578731
Oats,Nebraska,2002,drought,dry_spell_events_14d,2.0,0.0,2.428158511552619,0.4036520143578731
Oats,Nebraska,2002,drought,hot_dry_days_30_1mm,52.0,41.0,0.7426080027146633,0.4036520143578731
Oats,North Dakota,2002,drought,rain_sum,298.94,372.59,0.882019861312283,0.4023742964973933
Oats,North Dakota,2002,drought,rain_mean,1.634,2.036,0.8809393878120036,0.4023742964973933
Oats,North Dakota,2002,drought,dry_days_1mm,122.0,121.0,0.11267009622411628,0.4023742964973933
Oats,North Dakota,2002,drought,dry_days_2mm,141.0,139.0,0.26607894110736097,0.4023742964973933
Oats,North Dakota,2002,drought,max_dry_spell_1mm,22.0,14.0,1.904022759893564,0.4023742964973933
Oats,North Dakota,2002,drought,hot_dry_days_30_1mm,31.0,18.0,1.3796203979339732,0.4023742964973933
Oats,South Dakota,2002,drought,rain_sum,288.76,412.03,1.5092032333891447,0.35509974473036154
Oats,South Dakota,2002,drought,rain_mean,1.578,2.252,1.5099139251726896,0.35509974473036154
Oats,South Dakota,2002,drought,dry_days_1mm,131.0,119.0,1.546651258046052,0.35509974473036154
Oats,South Dakota,2002,drought,dry_days_2mm,148.0,136.0,1.7177744458387223,0.35509974473036154
Oats,South Dakota,2002,drought,max_dry_spell_1mm,11.0,15.0,0.8440563602377059,0.35509974473036154
Oats,South Dakota,2002,drought,dry_spell_events_7d,8.0,5.0,1.9744042404248732,0.35509974473036154
Oats,South Dakota,2002,drought,dry_spell_events_14d,0.0,1.0,1.3943115876637653,0.35509974473036154
Oats,South Dakota,2002,drought,hot_dry_days_30_1mm,48.0,41.0,0.5404653805427558,0.35509974473036154
Wheat,Colorado,2002,drought,rain_sum,156.15,300.645,2.429796571363286,0.47070131828641076
Wheat,Colorado,2002,drought,rain_mean,0.515,0.992,2.4286581048132354,0.47070131828641076
Wheat,Colorado,2002,drought,dry_days_1mm,258.0,223.0,2.584876551186391,0.47070131828641076
Wheat,Colorado,2002,drought,dry_days_2mm,288.0,258.5,2.9478951121115915,0.47070131828641076
Wheat,Colorado,2002,drought,max_dry_spell_1mm,29.0,23.5,0.8323224631555118,0.47070131828641076
Wheat,Colorado,2002,drought,dry_spell_events_7d,13.0,12.0,0.4283529368781194,0.47070131828641076
Wheat,Colorado,2002,drought,dry_spell_events_14d,6.0,3.5,1.5284312372070799,0.47070131828641076
Wheat,Colorado,2002,drought,hot_dry_days_30_1mm,1.0,0.0,1.1006990785580142,0.47070131828641076
Wheat,Illinois,2002,drought,rain_sum,998.25,804.935,1.355273971024829,0.19874648331026173
Wheat,Illinois,2002,drought,rain_mean,3.295,2.6565000000000003,1.3545379183535624,0.19874648331026173
Wheat,Illinois,2002,drought,dry_days_1mm,203.0,204.5,0.14426814276591987,0.19874648331026173
Wheat,Illinois,2002,drought,dry_days_2mm,222.0,226.0,0.4102131749711393,0.19874648331026173
Wheat,Illinois,2002,drought,max_dry_spell_1mm,31.0,19.0,2.4355557613159307,0.19874648331026173
Wheat,Illinois,2002,drought,dry_spell_events_14d,2.0,1.0,0.8821894264069577,0.19874648331026173
Wheat,Minnesota,2002,drought,rain_sum,674.2,547.17,1.1513929299170913,0.3944718564155685
Wheat,Minnesota,2002,drought,rain_mean,3.684,2.99,1.1512781588645737,0.3944718564155685
Wheat,Minnesota,2002,drought,dry_days_1mm,102.0,112.0,1.1572565469505025,0.3944718564155685
Wheat,Minnesota,2002,drought,dry_days_2mm,124.0,128.0,0.46946696487660766,0.3944718564155685
Wheat,Minnesota,2002,drought,dry_spell_events_7d,2.0,3.0,0.6930048314864428,0.3944718564155685
Wheat,Minnesota,2002,drought,hot_dry_days_30_1mm,8.0,5.0,0.36705151573883754,0.3944718564155685
Wheat,Montana,2002,heat,season_tmax_mean,20.126,20.729,0.5422136485343705,0.467937445057543
Wheat,Montana,2002,heat,season_tmean_mean,12.954,13.861,0.9773681246568583,0.467937445057543
Wheat,Montana,2002,heat,growing_degree_days_base5,1584.77,1665.575,0.49853716422339667,0.467937445057543
Wheat,Montana,2002,heat,heat_days_30,23.0,17.0,0.5827441668796767,0.467937445057543
Wheat,Montana,2002,heat,heat_days_35,5.0,0.0,2.2695101909365962,0.467937445057543
Wheat,Montana,2002,heat,max_consecutive_heat_days_35,4.0,0.0,4.130619042712582,0.467937445057543
Wheat,Montana,2002,heat,heatwave_events_3d_30,4.0,2.0,1.1170888152253808,0.467937445057543
Wheat,Montana,2002,heat,heatwave_events_3d_35,1.0,0.0,5.875619181274326,0.467937445057543
Wheat,Montana,2002,heat,heat_degree_days_30,58.34,29.76,0.9905462005393652,0.467937445057543
Wheat,Montana,2002,heat,heat_degree_days_35,12.57,0.0,4.622787245365157,0.467937445057543
Wheat,Nebraska,2002,drought,rain_sum,289.9,423.49,1.189884423703301,0.26198341395765457
Wheat,Nebraska,2002,drought,rain_mean,0.957,1.3955,1.1838532699481374,0.26198341395765457
Wheat,Nebraska,2002,drought,dry_days_1mm,250.0,236.5,1.1638809750231183,0.26198341395765457
Wheat,Nebraska,2002,drought,dry_days_2mm,267.0,255.5,1.1235128719950511,0.26198341395765457
Wheat,Nebraska,2002,drought,max_dry_spell_1mm,48.0,36.0,1.0238540604561843,0.26198341395765457
Wheat,Nebraska,2002,drought,dry_spell_events_14d,6.0,4.5,1.2456821978060995,0.26198341395765457
Wheat,Nebraska,2002,drought,hot_dry_days_30_1mm,23.0,17.0,0.8125709936210074,0.26198341395765457
Wheat,North Dakota,2002,drought,rain_sum,298.94,372.59,0.882019861312283,0.4092268635161808
Wheat,North Dakota,2002,drought,rain_mean,1.634,2.036,0.8809393878120036,0.4092268635161808
Wheat,North Dakota,2002,drought,dry_days_1mm,122.0,121.0,0.11267009622411628,0.4092268635161808
Wheat,North Dakota,2002,drought,dry_days_2mm,141.0,139.0,0.26607894110736097,0.4092268635161808
Wheat,North Dakota,2002,drought,max_dry_spell_1mm,22.0,14.0,1.904022759893564,0.4092268635161808
Wheat,North Dakota,2002,drought,hot_dry_days_30_1mm,31.0,18.0,1.3796203979339732,0.4092268635161808
Wheat,South Dakota,2002,drought,rain_sum,288.76,412.03,1.5092032333891447,0.3672342974816711
Wheat,South Dakota,2002,drought,rain_mean,1.578,2.252,1.5099139251726896,0.3672342974816711
Wheat,South Dakota,2002,drought,dry_days_1mm,131.0,119.0,1.546651258046052,0.3672342974816711
Wheat,South Dakota,2002,drought,dry_days_2mm,148.0,136.0,1.7177744458387223,0.3672342974816711
Wheat,South Dakota,2002,drought,max_dry_spell_1mm,11.0,15.0,0.8440563602377059,0.3672342974816711
Wheat,South Dakota,2002,drought,dry_spell_events_7d,8.0,5.0,1.9744042404248732,0.3672342974816711
Wheat,South Dakota,2002,drought,dry_spell_events_14d,0.0,1.0,1.3943115876637653,0.3672342974816711
Wheat,South Dakota,2002,drought,hot_dry_days_30_1mm,48.0,41.0,0.5404653805427558,0.3672342974816711
Barley,Montana,2003,drought,rain_sum,277.36,350.57,1.0581888694731794,0.24436900783784005
Barley,Montana,2003,drought,rain_mean,1.516,1.916,1.0579176097711653,0.24436900783784005
Barley,Montana,2003,drought,dry_days_1mm,123.0,115.0,0.6809438545396825,0.24436900783784005
