crop,region,year,window,dominant_feature,driver_group,observed_yield_t_ha,trend_yield_t_ha,yield_gap_t_ha,base_predicted_residual_t_ha,counterfactual_predicted_residual_t_ha,recovered_gap_t_ha,recoverable_fraction,n_changed_features,changed_features_json
Wheat,Colorado,2004,winter,rain_sum,drought,1.8427,2.3067145345345335,0.46401453453453345,-0.37532996268039426,-0.20743027909320208,0.16789968358719218,0.3618414318758727,4,"[{""feature"": ""dry_days_1mm"", ""from"": 235.0, ""to"": 233.5, ""standardized_delta"": 0.1108, ""prediction_gain_t_ha"": 0.038}, {""feature"": ""rain_mean"", ""from"": 0.967, ""to"": 0.992, ""standardized_delta"": 0.1273, ""prediction_gain_t_ha"": 0.0401}, {""feature"": ""wet_days_1mm"", ""from"": 69.0, ""to"": 69.75, ""standardized_delta"": 0.0556, ""prediction_gain_t_ha"": 0.0126}, {""feature"": ""rain_sum"", ""from"": 294.09, ""to"": 337.4275, ""standardized_delta"": 0.7288, ""prediction_gain_t_ha"": 0.0772}]"
Barley,Minnesota,2005,spring,heatwave_events_3d_30,heat,2.3134,3.22628942513942,0.91288942513942,-0.6971824398868489,-0.10965518843313628,0.5875272514537127,0.6435908175450529,4,"[{""feature"": ""heatwave_events_3d_30"", ""from"": 4.0, ""to"": 2.0, ""standardized_delta"": 1.2422, ""prediction_gain_t_ha"": 0.2805}, {""feature"": ""max_3day_rain"", ""from"": 27.38, ""to"": 39.91, ""standardized_delta"": 0.7576, ""prediction_gain_t_ha"": 0.1464}, {""feature"": ""frost_events_2d"", ""from"": 4.0, ""to"": 3.0, ""standardized_delta"": 0.9722, ""prediction_gain_t_ha"": 0.1463}, {""feature"": ""wet_days_1mm"", ""from"": 67.0, ""to"": 66.0, ""standardized_delta"": 0.1157, ""prediction_gain_t_ha"": 0.0143}]"
Canola,Minnesota,2005,spring,heatwave_events_3d_30,heat,0.9191,1.612920098522153,0.693820098522153,-0.5656188287027165,-0.10596690737843842,0.4596519213242781,0.6624943876710165,4,"[{""feature"": ""heatwave_events_3d_30"", ""from"": 4.0, ""to"": 2.0, ""standardized_delta"": 1.2422, ""prediction_gain_t_ha"": 0.2204}, {""feature"": ""max_3day_rain"", ""from"": 27.38, ""to"": 39.91, ""standardized_delta"": 0.7576, ""prediction_gain_t_ha"": 0.1176}, {""feature"": ""frost_events_2d"", ""from"": 4.0, ""to"": 3.0, ""standardized_delta"": 0.9722, ""prediction_gain_t_ha"": 0.1087}, {""feature"": ""wet_days_1mm"", ""from"": 67.0, ""to"": 66.0, ""standardized_delta"": 0.1157, ""prediction_gain_t_ha"": 0.0129}]"
Wheat,Colorado,2005,winter,rain_sum,drought,1.6409,2.315787365937366,0.674887365937366,-0.522143054765884,-0.01827124376758844,0.5038718109982955,0.7466013388744606,4,"[{""feature"": ""max_7day_rain"", ""from"": 23.58, ""to"": 30.3275, ""standardized_delta"": 0.4788, ""prediction_gain_t_ha"": 0.1667}, {""feature"": ""rain_mean"", ""from"": 0.944, ""to"": 0.992, ""standardized_delta"": 0.2444, ""prediction_gain_t_ha"": 0.0605}, {""feature"": ""dry_spell_events_14d"", ""from"": 5.0, ""to"": 4.0, ""standardized_delta"": 0.6114, ""prediction_gain_t_ha"": 0.1405}, {""feature"": ""rain_sum"", ""from"": 286.15, ""to"": 337.4275, ""standardized_delta"": 0.8623, ""prediction_gain_t_ha"": 0.1361}]"
Barley,Kansas,2006,spring,max_7day_rain,excess_rain,1.4526,2.2455274300742367,0.7929274300742368,-0.686653617429608,0.07322287490758947,0.686653617429608,0.8659728386055718,4,"[{""feature"": ""heatwave_events_3d_30"", ""from"": 11.0, ""to"": 9.0, ""standardized_delta"": 0.8944, ""prediction_gain_t_ha"": 0.461}, {""feature"": ""heatwave_events_3d_35"", ""from"": 5.0, ""to"": 4.0, ""standardized_delta"": 0.4809, ""prediction_gain_t_ha"": 0.1572}, {""feature"": ""max_consecutive_heat_days_30"", ""from"": 24.0, ""to"": 28.0, ""standardized_delta"": 0.349, ""prediction_gain_t_ha"": 0.0306}, {""feature"": ""max_7day_rain"", ""from"": 88.37, ""to"": 64.88, ""standardized_delta"": 1.2765, ""prediction_gain_t_ha"": 0.1111}]"
Barley,North Dakota,2006,spring,heatwave_events_3d_30,heat,2.6362,3.140758996138999,0.5045589961389987,-0.50535609988981,-0.3748134607736987,0.1305426391161113,0.2587262146053357,4,"[{""feature"": ""rain_mean"", ""from"": 1.555, ""to"": 1.554, ""standardized_delta"": 0.0022, ""prediction_gain_t_ha"": 0.0028}, {""feature"": ""rain_sum"", ""from"": 284.61, ""to"": 284.33, ""standardized_delta"": 0.0034, ""prediction_gain_t_ha"": 0.0007}, {""feature"": ""heavy_rain_days_20"", ""from"": 1.0, ""to"": 2.0, ""standardized_delta"": 0.491, ""prediction_gain_t_ha"": 0.0629}, {""feature"": ""heatwave_events_3d_30"", ""from"": 5.0, ""to"": 4.0, ""standardized_delta"": 0.5212, ""prediction_gain_t_ha"": 0.0641}]"
Oats,Nebraska,2006,spring,wet_days_1mm,excess_rain,1.614,2.140521548691547,0.5265215486915469,-0.44884601164130306,-0.08061721371398896,0.3682287979273141,0.6993613059947795,4,"[{""feature"": ""rain_sum"", ""from"": 340.38, ""to"": 390.46, ""standardized_delta"": 0.4777, ""prediction_gain_t_ha"": 0.1002}, {""feature"": ""rain_mean"", ""from"": 1.86, ""to"": 2.1335, ""standardized_delta"": 0.4773, ""prediction_gain_t_ha"": 0.0941}, {""feature"": ""wet_days_1mm"", ""from"": 53.0, ""to"": 61.5, ""standardized_delta"": 0.7649, ""prediction_gain_t_ha"": 0.1093}, {""feature"": ""max_7day_rain"", ""from"": 43.4, ""to"": 57.415, ""standardized_delta"": 0.5083, ""prediction_gain_t_ha"": 0.0646}]"
Oats,North Dakota,2006,spring,heatwave_events_3d_30,heat,1.4706,2.19897228228227,0.72837228228227,-0.5626513352572949,-0.24163226313808692,0.321019072119208,0.4407348823232702,4,"[{""feature"": ""rain_mean"", ""from"": 1.555, ""to"": 1.554, ""standardized_delta"": 0.0022, ""prediction_gain_t_ha"": 0.0023}, {""feature"": ""rain_sum"", ""from"": 284.61, ""to"": 315.025, ""standardized_delta"": 0.3642, ""prediction_gain_t_ha"": 0.076}, {""feature"": ""heatwave_events_3d_30"", ""from"": 5.0, ""to"": 2.0, ""standardized_delta"": 1.5635, ""prediction_gain_t_ha"": 0.2017}, {""feature"": ""heavy_rain_days_20"", ""from"": 1.0, ""to"": 2.0, ""standardized_delta"": 0.491, ""prediction_gain_t_ha"": 0.041}]"
Oats,Oklahoma,2006,spring,heatwave_events_3d_30,heat,1.076,1.4158574942704352,0.3398574942704351,-0.27035556125133514,0.0235099658097502,0.27035556125133514,0.7954968356125314,2,"[{""feature"": ""wet_days_1mm"", ""from"": 54.0, ""to"": 56.0, ""standardized_delta"": 0.1747, ""prediction_gain_t_ha"": 0.0407}, {""feature"": ""heatwave_events_3d_30"", ""from"": 8.0, ""to"": 3.0, ""standardized_delta"": 2.3735, ""prediction_gain_t_ha"": 0.2532}]"
Oats,South Dakota,2006,spring,wet_days_1mm,excess_rain,2.0444,2.425140776490764,0.380740776490764,-0.37801054827284947,-0.23776037819383142,0.14025017007901805,0.36836130705958214,4,"[{""feature"": ""rain_mean"", ""from"": 1.58, ""to"": 1.714, ""standardized_delta"": 0.3002, ""prediction_gain_t_ha"": 0.0454}, {""feature"": ""rain_sum"", ""from"": 289.23, ""to"": 313.58, ""standardized_delta"": 0.2981, ""prediction_gain_t_ha"": 0.0386}, {""feature"": ""wet_days_1mm"", ""from"": 60.0, ""to"": 64.0, ""standardized_delta"": 0.5156, ""prediction_gain_t_ha"": 0.0525}, {""feature"": ""max_7day_rain"", ""from"": 45.07, ""to"": 45.99, ""standardized_delta"": 0.0394, ""prediction_gain_t_ha"": 0.0038}]"
