crop,region,year,window,dominant_feature,driver_group,observed_yield_t_ha,trend_yield_t_ha,yield_gap_t_ha,base_predicted_residual_t_ha,counterfactual_predicted_residual_t_ha,recovered_gap_t_ha,recoverable_fraction,n_changed_features,changed_features_json
Oats,North Dakota,2021,spring,wet_days_1mm,excess_rain,1.7216,2.5864439039038913,0.8648439039038913,-0.7823500793116602,-0.31090773462538673,0.4714423446862735,0.5451184225941703,4,"[{""feature"": ""rain_mean"", ""from"": 1.469, ""to"": 1.7215, ""standardized_delta"": 0.5533, ""prediction_gain_t_ha"": 0.1106}, {""feature"": ""rain_sum"", ""from"": 268.88, ""to"": 315.025, ""standardized_delta"": 0.5526, ""prediction_gain_t_ha"": 0.1108}, {""feature"": ""heavy_rain_days_20"", ""from"": 1.0, ""to"": 2.0, ""standardized_delta"": 0.491, ""prediction_gain_t_ha"": 0.0708}, {""feature"": ""wet_days_1mm"", ""from"": 42.0, ""to"": 56.0, ""standardized_delta"": 1.5774, ""prediction_gain_t_ha"": 0.1792}]"
Oats,South Dakota,2021,spring,wet_days_1mm,excess_rain,2.4031,2.892177456027447,0.48907745602744734,-0.6740753486445448,-0.38563213098667526,0.2884432176578695,0.5897700131197253,4,"[{""feature"": ""rain_sum"", ""from"": 338.11, ""to"": 351.36, ""standardized_delta"": 0.1622, ""prediction_gain_t_ha"": 0.0493}, {""feature"": ""rain_mean"", ""from"": 1.848, ""to"": 1.92, ""standardized_delta"": 0.1613, ""prediction_gain_t_ha"": 0.0384}, {""feature"": ""wet_days_1mm"", ""from"": 49.0, ""to"": 54.0, ""standardized_delta"": 0.6444, ""prediction_gain_t_ha"": 0.1109}, {""feature"": ""heavy_rain_days_20"", ""from"": 1.0, ""to"": 2.0, ""standardized_delta"": 0.5349, ""prediction_gain_t_ha"": 0.0898}]"
Wheat,Minnesota,2021,spring,heatwave_events_3d_30,heat,3.228,4.116680694980701,0.8886806949807009,-0.6541324001237309,-0.17951177618745323,0.47462062393627763,0.5340732915848755,4,"[{""feature"": ""max_3day_rain"", ""from"": 52.56, ""to"": 52.78, ""standardized_delta"": 0.0133, ""prediction_gain_t_ha"": 0.004}, {""feature"": ""wet_days_1mm"", ""from"": 53.0, ""to"": 63.0, ""standardized_delta"": 1.1573, ""prediction_gain_t_ha"": 0.1696}, {""feature"": ""heatwave_events_3d_30"", ""from"": 5.0, ""to"": 2.0, ""standardized_delta"": 1.8633, ""prediction_gain_t_ha"": 0.2143}, {""feature"": ""frost_events_2d"", ""from"": 4.0, ""to"": 3.0, ""standardized_delta"": 0.9722, ""prediction_gain_t_ha"": 0.0867}]"
Wheat,Montana,2021,spring,rain_sum,drought,1.493,2.3661455298155296,0.8731455298155295,-0.7232260814257732,-0.5020037629654007,0.22122231846037244,0.2533624818615407,4,"[{""feature"": ""wet_days_1mm"", ""from"": 56.0, ""to"": 55.0, ""standardized_delta"": 0.0851, ""prediction_gain_t_ha"": 0.0229}, {""feature"": ""rain_mean"", ""from"": 1.509, ""to"": 1.5118, ""standardized_delta"": 0.0074, ""prediction_gain_t_ha"": 0.0017}, {""feature"": ""rain_sum"", ""from"": 276.21, ""to"": 324.09, ""standardized_delta"": 0.6921, ""prediction_gain_t_ha"": 0.1295}, {""feature"": ""heatwave_events_3d_30"", ""from"": 6.0, ""to"": 5.0, ""standardized_delta"": 0.5585, ""prediction_gain_t_ha"": 0.0671}]"
Wheat,North Dakota,2021,spring,wet_days_1mm,excess_rain,2.1655,3.126483856713847,0.9609838567138467,-0.8509842346578801,-0.2974450501982382,0.5535391844596419,0.5760129898045414,4,"[{""feature"": ""heavy_rain_days_20"", ""from"": 1.0, ""to"": 2.0, ""standardized_delta"": 0.491, ""prediction_gain_t_ha"": 0.1081}, {""feature"": ""rain_sum"", ""from"": 268.88, ""to"": 315.025, ""standardized_delta"": 0.5526, ""prediction_gain_t_ha"": 0.1145}, {""feature"": ""rain_mean"", ""from"": 1.469, ""to"": 1.7215, ""standardized_delta"": 0.5533, ""prediction_gain_t_ha"": 0.1145}, {""feature"": ""wet_days_1mm"", ""from"": 42.0, ""to"": 56.0, ""standardized_delta"": 1.5774, ""prediction_gain_t_ha"": 0.2165}]"
Wheat,South Dakota,2021,spring,wet_days_1mm,excess_rain,2.2865,3.25163422994423,0.9651342299442298,-1.0226636974670165,-0.5966288665240961,0.4260348309429204,0.44142546987224646,4,"[{""feature"": ""rain_sum"", ""from"": 338.11, ""to"": 351.36, ""standardized_delta"": 0.1622, ""prediction_gain_t_ha"": 0.0768}, {""feature"": ""rain_mean"", ""from"": 1.848, ""to"": 1.92, ""standardized_delta"": 0.1613, ""prediction_gain_t_ha"": 0.0665}, {""feature"": ""heavy_rain_days_20"", ""from"": 1.0, ""to"": 2.0, ""standardized_delta"": 0.5349, ""prediction_gain_t_ha"": 0.1419}, {""feature"": ""wet_days_1mm"", ""from"": 49.0, ""to"": 54.0, ""standardized_delta"": 0.6444, ""prediction_gain_t_ha"": 0.1408}]"
Wheat,Washington,2021,winter,wet_days_1mm,excess_rain,2.6295,4.160379236379226,1.530879236379226,-0.9663737016782378,-0.633013175688244,0.3333605259899938,0.21775755923010928,4,"[{""feature"": ""max_3day_rain"", ""from"": 57.08, ""to"": 54.07, ""standardized_delta"": 0.1598, ""prediction_gain_t_ha"": 0.0377}, {""feature"": ""wet_days_1mm"", ""from"": 123.0, ""to"": 147.0, ""standardized_delta"": 1.2132, ""prediction_gain_t_ha"": 0.2264}, {""feature"": ""max_7day_rain"", ""from"": 72.4, ""to"": 70.705, ""standardized_delta"": 0.0703, ""prediction_gain_t_ha"": 0.008}, {""feature"": ""heavy_rain_days_10"", ""from"": 18.0, ""to"": 15.0, ""standardized_delta"": 0.5464, ""prediction_gain_t_ha"": 0.0613}]"
Barley,Colorado,2022,spring,wet_days_1mm,excess_rain,5.9719,7.389565774345755,1.417665774345755,-0.9823584271606337,-0.539084531107321,0.4432738960533127,0.31267870331276154,4,"[{""feature"": ""rain_sum"", ""from"": 318.58, ""to"": 324.15, ""standardized_delta"": 0.0979, ""prediction_gain_t_ha"": 0.0434}, {""feature"": ""rain_mean"", ""from"": 1.741, ""to"": 1.771, ""standardized_delta"": 0.0965, ""prediction_gain_t_ha"": 0.0354}, {""feature"": ""wet_days_1mm"", ""from"": 69.0, ""to"": 51.4, ""standardized_delta"": 1.3692, ""prediction_gain_t_ha"": 0.3281}, {""feature"": ""min_tmin"", ""from"": -12.12, ""to"": -12.78, ""standardized_delta"": 0.2682, ""prediction_gain_t_ha"": 0.0364}]"
Barley,Kansas,2022,spring,heatwave_events_3d_35,heat,1.8292,2.4776085827900616,0.6484085827900616,-0.6160035444187946,0.03991490914916307,0.6160035444187946,0.9500237362191749,3,"[{""feature"": ""heatwave_events_3d_30"", ""from"": 11.0, ""to"": 9.0, ""standardized_delta"": 0.8944, ""prediction_gain_t_ha"": 0.2408}, {""feature"": ""wet_days_1mm"", ""from"": 48.0, ""to"": 63.0, ""standardized_delta"": 1.5236, ""prediction_gain_t_ha"": 0.3023}, {""feature"": ""heatwave_events_3d_35"", ""from"": 8.0, ""to"": 4.0, ""standardized_delta"": 1.9237, ""prediction_gain_t_ha"": 0.1128}]"
Barley,Montana,2022,spring,rain_mean,drought,2.2058,2.846738314028311,0.6409383140283111,-0.5421404206760806,-0.3730453574367035,0.16909506323937712,0.26382423946012995,4,"[{""feature"": ""rain_sum"", ""from"": 330.28, ""to"": 350.57, ""standardized_delta"": 0.2933, ""prediction_gain_t_ha"": 0.0623}, {""feature"": ""rain_mean"", ""from"": 1.805, ""to"": 1.916, ""standardized_delta"": 0.2936, ""prediction_gain_t_ha"": 0.0606}, {""feature"": ""max_3day_rain"", ""from"": 24.76, ""to"": 29.44, ""standardized_delta"": 0.2607, ""prediction_gain_t_ha"": 0.043}, {""feature"": ""season_tmin_mean"", ""from"": 7.494, ""to"": 7.517, ""standardized_delta"": 0.0284, ""prediction_gain_t_ha"": 0.0032}]"
Canola,Kansas,2022,spring,wet_days_1mm,excess_rain,0.7734,1.3450090909090875,0.5716090909090875,-0.5618988955118803,-0.028286202157529316,0.533612693354351,0.9335273036082982,4,"[{""feature"": ""heatwave_events_3d_30"", ""from"": 11.0, ""to"": 9.0, ""standardized_delta"": 0.8944, ""prediction_gain_t_ha"": 0.2023}, {""feature"": ""wet_days_1mm"", ""from"": 48.0, ""to"": 63.0, ""standardized_delta"": 1.5236, ""prediction_gain_t_ha"": 0.275}, {""feature"": ""dry_days_1mm"", ""from"": 135.0, ""to"": 132.0, ""standardized_delta"": 0.3047, ""prediction_gain_t_ha"": 0.0163}, {""feature"": ""heat_days_40"", ""from"": 8.0, ""to"": 2.0, ""standardized_delta"": 0.8713, ""prediction_gain_t_ha"": 0.0401}]"
Canola,Oklahoma,2022,spring,wet_days_1mm,excess_rain,0.7846,1.3464651960784333,0.5618651960784333,-0.6351811128206509,-0.3431602204702162,0.2920208923504347,0.5197347947312084,4,"[{""feature"": ""wet_days_1mm"", ""from"": 50.0, ""to"": 56.0, ""standardized_delta"": 0.5242, ""prediction_gain_t_ha"": 0.1977}, {""feature"": ""heat_days_35"", ""from"": 68.0, ""to"": 63.0, ""standardized_delta"": 0.2414, ""prediction_gain_t_ha"": 0.0378}, {""feature"": ""heavy_rain_days_25"", ""from"": 5.0, ""to"": 4.0, ""standardized_delta"": 0.3345, ""prediction_gain_t_ha"": 0.0441}, {""feature"": ""min_tmin"", ""from"": 1.57, ""to"": 1.85, ""standardized_delta"": 0.1054, ""prediction_gain_t_ha"": 0.0124}]"
Oats,Kansas,2022,spring,wet_days_1mm,excess_rain,1.4706,1.9477434834834817,0.4771434834834818,-0.4399806961656084,-0.11609863775063366,0.32388205841497475,0.6787938421591945,4,"[{""feature"": ""wet_days_1mm"", ""from"": 48.0, ""to"": 63.0, ""standardized_delta"": 1.5236, ""prediction_gain_t_ha"": 0.2084}, {""feature"": ""heatwave_events_3d_30"", ""from"": 11.0, ""to"": 10.0, ""standardized_delta"": 0.4472, ""prediction_gain_t_ha"": 0.0743}, {""feature"": ""dry_days_1mm"", ""from"": 135.0, ""to"": 132.0, ""standardized_delta"": 0.3047, ""prediction_gain_t_ha"": 0.0176}, {""feature"": ""heat_days_40"", ""from"": 8.0, ""to"": 12.0, ""standardized_delta"": 0.5809, ""prediction_gain_t_ha"": 0.0236}]"
Oats,Minnesota,2022,spring,max_3day_rain,excess_rain,2.1879,2.5488465937365916,0.36094659373659166,-0.18007185583821203,0.02133400645162042,0.18007185583821203,0.49888781044883124,4,"[{""feature"": ""max_consecutive_heat_days_30"", ""from"": 2.0, ""to"": 1.0, ""standardized_delta"": 0.3005, ""prediction_gain_t_ha"": 0.0409}, {""feature"": ""heat_days_30"", ""from"": 9.0, ""to"": 4.0, ""standardized_delta"": 0.4727, ""prediction_gain_t_ha"": 0.0397}, {""feature"": ""frost_events_2d"", ""from"": 4.0, ""to"": 3.0, ""standardized_delta"": 0.9722, ""prediction_gain_t_ha"": 0.0636}, {""feature"": ""max_3day_rain"", ""from"": 61.27, ""to"": 44.41, ""standardized_delta"": 1.0193, ""prediction_gain_t_ha"": 0.0572}]"
Oats,Nebraska,2022,spring,wet_days_1mm,excess_rain,1.8292,2.231432436722436,0.4022324367224359,-0.3905566862901724,-0.10242676314165848,0.2881299231485139,0.7163269215588909,4,"[{""feature"": ""heatwave_events_3d_30"", ""from"": 8.0, ""to"": 7.0, ""standardized_delta"": 0.4169, ""prediction_gain_t_ha"": 0.0613}, {""feature"": ""rain_sum"", ""from"": 319.51, ""to"": 390.46, ""standardized_delta"": 0.6767, ""prediction_gain_t_ha"": 0.0627}, {""feature"": ""rain_mean"", ""from"": 1.746, ""to"": 2.1335, ""standardized_delta"": 0.6763, ""prediction_gain_t_ha"": 0.0631}, {""feature"": ""wet_days_1mm"", ""from"": 47.0, ""to"": 61.5, ""standardized_delta"": 1.3049, ""prediction_gain_t_ha"": 0.101}]"
Oats,Oklahoma,2022,spring,wet_days_1mm,excess_rain,0.7173,1.512370618792973,0.795070618792973,-0.6424973608730945,-0.3291457629582448,0.3133515979148497,0.3941179443790297,4,"[{""feature"": ""wet_days_1mm"", ""from"": 50.0, ""to"": 56.0, ""standardized_delta"": 0.5242, ""prediction_gain_t_ha"": 0.1814}, {""feature"": ""heatwave_events_3d_30"", ""from"": 9.0, ""to"": 10.0, ""standardized_delta"": 0.4747, ""prediction_gain_t_ha"": 0.0905}, {""feature"": ""heat_days_35"", ""from"": 68.0, ""to"": 63.0, ""standardized_delta"": 0.2414, ""prediction_gain_t_ha"": 0.0296}, {""feature"": ""min_tmin"", ""from"": 1.57, ""to"": 1.85, ""standardized_delta"": 0.1054, ""prediction_gain_t_ha"": 0.0119}]"
Wheat,Colorado,2022,winter,wet_days_1mm,excess_rain,1.6813,2.470025499785498,0.788725499785498,-0.6989492117782087,-0.48236316053097295,0.21658605124723573,0.27460257251241216,4,"[{""feature"": ""rain_mean"", ""from"": 0.879, ""to"": 0.8948, ""standardized_delta"": 0.0802, ""prediction_gain_t_ha"": 0.056}, {""feature"": ""dry_days_1mm"", ""from"": 236.0, ""to"": 233.5, ""standardized_delta"": 0.1846, ""prediction_gain_t_ha"": 0.0884}, {""feature"": ""rain_sum"", ""from"": 266.21, ""to"": 271.0825, ""standardized_delta"": 0.0819, ""prediction_gain_t_ha"": 0.021}, {""feature"": ""wet_days_1mm"", ""from"": 67.0, ""to"": 69.75, ""standardized_delta"": 0.2037, ""prediction_gain_t_ha"": 0.0512}]"
Wheat,Kansas,2022,winter,dry_days_1mm,drought,2.4883,2.9525582625482656,0.4642582625482654,-0.46452497379518426,-0.19428080355605704,0.2702441702391272,0.5820987843184201,4,"[{""feature"": ""rain_sum"", ""from"": 561.54, ""to"": 558.63, ""standardized_delta"": 0.0228, ""prediction_gain_t_ha"": 0.0091}, {""feature"": ""rain_mean"", ""from"": 1.853, ""to"": 1.9943, ""standardized_delta"": 0.3349, ""prediction_gain_t_ha"": 0.0899}, {""feature"": ""wet_days_1mm"", ""from"": 59.0, ""to"": 59.75, ""standardized_delta"": 0.061, ""prediction_gain_t_ha"": 0.0122}, {""feature"": ""dry_days_1mm"", ""from"": 244.0, ""to"": 233.0, ""standardized_delta"": 0.8941, ""prediction_gain_t_ha"": 0.1591}]"
Wheat,Montana,2022,spring,heatwave_events_3d_30,heat,1.9032,2.3768163921063916,0.4736163921063916,-0.4805777660806731,-0.23542479412295944,0.24515297195771366,0.5176192717220043,4,"[{""feature"": ""rain_mean"", ""from"": 1.805, ""to"": 1.916, ""standardized_delta"": 0.2936, ""prediction_gain_t_ha"": 0.0564}, {""feature"": ""rain_sum"", ""from"": 330.28, ""to"": 350.57, ""standardized_delta"": 0.2933, ""prediction_gain_t_ha"": 0.052}, {""feature"": ""heatwave_events_3d_30"", ""from"": 5.0, ""to"": 3.0, ""standardized_delta"": 1.1171, ""prediction_gain_t_ha"": 0.1132}, {""feature"": ""max_3day_rain"", ""from"": 24.76, ""to"": 29.44, ""standardized_delta"": 0.2607, ""prediction_gain_t_ha"": 0.0235}]"
Wheat,Nebraska,2022,winter,rain_mean,drought,2.152,3.1443100514800477,0.9923100514800476,-0.7565786327843234,-0.054087957876528585,0.7024906749077948,0.7079346559676765,4,"[{""feature"": ""rain_sum"", ""from"": 303.89, ""to"": 363.95, ""standardized_delta"": 0.535, ""prediction_gain_t_ha"": 0.1254}, {""feature"": ""wet_days_1mm"", ""from"": 42.0, ""to"": 59.5, ""standardized_delta"": 1.5154, ""prediction_gain_t_ha"": 0.1845}, {""feature"": ""dry_days_1mm"", ""from"": 261.0, ""to"": 236.5, ""standardized_delta"": 2.1122, ""prediction_gain_t_ha"": 0.1888}, {""feature"": ""rain_mean"", ""from"": 1.003, ""to"": 1.953, ""standardized_delta"": 2.5648, ""prediction_gain_t_ha"": 0.2039}]"
Barley,Kansas,2023,spring,heatwave_events_3d_35,heat,1.5602,2.492113654834803,0.931913654834803,-0.6930149750625758,-0.052165176692581375,0.6408497983699945,0.6876707890749767,4,"[{""feature"": ""heatwave_events_3d_30"", ""from"": 10.0, ""to"": 9.0, ""standardized_delta"": 0.4472, ""prediction_gain_t_ha"": 0.2466}, {""feature"": ""heatwave_events_3d_35"", ""from"": 5.0, ""to"": 4.0, ""standardized_delta"": 0.4809, ""prediction_gain_t_ha"": 0.1932}, {""feature"": ""heavy_rain_days_20"", ""from"": 3.0, ""to"": 4.0, ""standardized_delta"": 0.3611, ""prediction_gain_t_ha"": 0.0917}, {""feature"": ""heat_days_40"", ""from"": 15.0, ""to"": 12.0, ""standardized_delta"": 0.4357, ""prediction_gain_t_ha"": 0.1093}]"
Barley,Washington,2023,spring,max_consecutive_heat_days_30,heat,2.8514,3.5101223680823654,0.6587223680823655,-0.5017335404210145,-0.12028745184512445,0.38144608857589,0.5790695853950335,4,"[{""feature"": ""heat_degree_days_35"", ""from"": 0.07, ""to"": 0.0, ""standardized_delta"": 0.0527, ""prediction_gain_t_ha"": 0.0222}, {""feature"": ""wet_days_1mm"", ""from"": 46.0, ""to"": 45.75, ""standardized_delta"": 0.0214, ""prediction_gain_t_ha"": 0.008}, {""feature"": ""max_consecutive_heat_days_30"", ""from"": 5.0, ""to"": 3.0, ""standardized_delta"": 0.9658, ""prediction_gain_t_ha"": 0.2823}, {""feature"": ""rain_mean"", ""from"": 1.01, ""to"": 1.114, ""standardized_delta"": 0.344, ""prediction_gain_t_ha"": 0.069}]"
Canola,Kansas,2023,spring,heatwave_events_3d_35,heat,0.6725,1.3039151515151417,0.6314151515151417,-0.5947494073799707,-0.13097694015793213,0.4637724672220386,0.7344968933817501,4,"[{""feature"": ""heatwave_events_3d_30"", ""from"": 10.0, ""to"": 9.0, ""standardized_delta"": 0.4472, ""prediction_gain_t_ha"": 0.1896}, {""feature"": ""heatwave_events_3d_35"", ""from"": 5.0, ""to"": 4.0, ""standardized_delta"": 0.4809, ""prediction_gain_t_ha"": 0.1167}, {""feature"": ""heat_days_40"", ""from"": 15.0, ""to"": 12.0, ""standardized_delta"": 0.4357, ""prediction_gain_t_ha"": 0.0903}, {""feature"": ""heavy_rain_days_20"", ""from"": 3.0, ""to"": 4.0, ""standardized_delta"": 0.3611, ""prediction_gain_t_ha"": 0.0672}]"
Canola,Oklahoma,2023,spring,heat_days_40,heat,0.8967,1.3451735294117673,0.4484735294117672,-0.14841900588320595,-0.04387646536952385,0.10454254051368209,0.2331074938821998,4,"[{""feature"": ""heavy_rain_days_25"", ""from"": 5.0, ""to"": 4.0, ""standardized_delta"": 0.3345, ""prediction_gain_t_ha"": 0.0232}, {""feature"": ""wet_days_1mm"", ""from"": 66.0, ""to"": 63.0, ""standardized_delta"": 0.2621, ""prediction_gain_t_ha"": 0.0148}, {""feature"": ""heat_days_40"", ""from"": 15.0, ""to"": 7.0, ""standardized_delta"": 0.6837, ""prediction_gain_t_ha"": 0.0407}, {""feature"": ""rain_mean"", ""from"": 3.227, ""to"": 2.756, ""standardized_delta"": 0.5985, ""prediction_gain_t_ha"": 0.0259}]"
Oats,Montana,2023,spring,heat_days_35,heat,1.3271,1.6090596439296476,0.2819596439296477,-0.15856949458910935,-0.09824250469616833,0.060326989892941024,0.21395611461331443,4,"[{""feature"": ""heat_degree_days_35"", ""from"": 0.18, ""to"": 0.0, ""standardized_delta"": 0.0662, ""prediction_gain_t_ha"": 0.0043}, {""feature"": ""max_consecutive_heat_days_30"", ""from"": 5.0, ""to"": 4.0, ""standardized_delta"": 0.3218, ""prediction_gain_t_ha"": 0.0192}, {""feature"": ""heat_days_35"", ""from"": 1.0, ""to"": 0.0, ""standardized_delta"": 0.4539, ""prediction_gain_t_ha"": 0.0225}, {""feature"": ""heat_degree_days_30"", ""from"": 25.56, ""to"": 17.09, ""standardized_delta"": 0.2936, ""prediction_gain_t_ha"": 0.0144}]"
Oats,South Dakota,2023,spring,max_3day_rain,excess_rain,2.6542,2.954449013299005,0.300249013299005,-0.2379394434256891,-0.11987508647087146,0.11806435695481764,0.39322146526837193,4,"[{""feature"": ""max_3day_rain"", ""from"": 56.97, ""to"": 53.64, ""standardized_delta"": 0.2099, ""prediction_gain_t_ha"": 0.051}, {""feature"": ""max_7day_rain"", ""from"": 68.87, ""to"": 64.325, ""standardized_delta"": 0.1944, ""prediction_gain_t_ha"": 0.0387}, {""feature"": ""rain_sum"", ""from"": 421.73, ""to"": 412.03, ""standardized_delta"": 0.1188, ""prediction_gain_t_ha"": 0.0184}, {""feature"": ""rain_mean"", ""from"": 2.305, ""to"": 2.252, ""standardized_delta"": 0.1187, ""prediction_gain_t_ha"": 0.01}]"
Wheat,Kansas,2023,winter,rain_mean,drought,2.3538,2.9704059588159595,0.6166059588159594,-0.5829047900558625,-0.036560595244011576,0.5463441948118509,0.8860507865687368,4,"[{""feature"": ""rain_mean"", ""from"": 1.401, ""to"": 1.9943, ""standardized_delta"": 1.4065, ""prediction_gain_t_ha"": 0.2584}, {""feature"": ""dry_spell_events_14d"", ""from"": 5.0, ""to"": 4.0, ""standardized_delta"": 0.818, ""prediction_gain_t_ha"": 0.1175}, {""feature"": ""dry_days_1mm"", ""from"": 241.0, ""to"": 233.0, ""standardized_delta"": 0.6503, ""prediction_gain_t_ha"": 0.0831}, {""feature"": ""wet_days_1mm"", ""from"": 62.0, ""to"": 70.5, ""standardized_delta"": 0.6915, ""prediction_gain_t_ha"": 0.0873}]"
Wheat,Washington,2023,winter,dry_spell_events_14d,drought,3.3962,4.1782259545259475,0.7820259545259476,-0.7027403234550388,-0.3064026209933917,0.39633770246164707,0.506808885520815,4,"[{""feature"": ""dry_spell_events_14d"", ""from"": 3.0, ""to"": 2.0, ""standardized_delta"": 0.883, ""prediction_gain_t_ha"": 0.3283}, {""feature"": ""max_7day_rain"", ""from"": 85.73, ""to"": 80.6, ""standardized_delta"": 0.2127, ""prediction_gain_t_ha"": 0.024}, {""feature"": ""rain_mean"", ""from"": 2.0, ""to"": 1.824, ""standardized_delta"": 0.3956, ""prediction_gain_t_ha"": 0.0421}, {""feature"": ""radiation_mean"", ""from"": 11.731, ""to"": 11.74, ""standardized_delta"": 0.0205, ""prediction_gain_t_ha"": 0.002}]"
Oats,Montana,2024,spring,heatwave_events_3d_30,heat,1.1836,1.5988396567996581,0.41523965679965813,-0.2771104536124875,-0.18334712132501274,0.09376333228747474,0.22580534096894558,4,"[{""feature"": ""heatwave_events_3d_30"", ""from"": 4.0, ""to"": 3.0, ""standardized_delta"": 0.5585, ""prediction_gain_t_ha"": 0.0669}, {""feature"": ""rain_sum"", ""from"": 398.67, ""to"": 409.63, ""standardized_delta"": 0.1584, ""prediction_gain_t_ha"": 0.0094}, {""feature"": ""wet_days_1mm"", ""from"": 66.0, ""to"": 68.0, ""standardized_delta"": 0.1702, ""prediction_gain_t_ha"": 0.0084}, {""feature"": ""heat_days_30"", ""from"": 29.0, ""to"": 27.0, ""standardized_delta"": 0.1942, ""prediction_gain_t_ha"": 0.009}]"
Barley,Colorado,2025,spring,rain_sum,drought,6.7789,7.619181681681653,0.8402816816816525,-0.8459308307667995,-0.5915283142436097,0.2544025165231898,0.3027586130570584,4,"[{""feature"": ""rain_mean"", ""from"": 1.572, ""to"": 1.562, ""standardized_delta"": 0.0322, ""prediction_gain_t_ha"": 0.0224}, {""feature"": ""wet_days_1mm"", ""from"": 67.0, ""to"": 64.0, ""standardized_delta"": 0.2334, ""prediction_gain_t_ha"": 0.0668}, {""feature"": ""max_1day_rain"", ""from"": 19.57, ""to"": 19.63, ""standardized_delta"": 0.0093, ""prediction_gain_t_ha"": 0.0026}, {""feature"": ""rain_sum"", ""from"": 287.74, ""to"": 324.15, ""standardized_delta"": 0.6399, ""prediction_gain_t_ha"": 0.1626}]"
Barley,Washington,2025,spring,heavy_rain_days_10,excess_rain,2.6362,3.526463963963961,0.8902639639639607,-0.7506403532447606,-0.32271678662250636,0.4279235666222543,0.4806704347740816,4,"[{""feature"": ""rain_mean"", ""from"": 0.811, ""to"": 0.9285, ""standardized_delta"": 0.3887, ""prediction_gain_t_ha"": 0.1687}, {""feature"": ""rain_sum"", ""from"": 148.34, ""to"": 169.885, ""standardized_delta"": 0.3895, ""prediction_gain_t_ha"": 0.1289}, {""feature"": ""max_1day_rain"", ""from"": 11.79, ""to"": 11.35, ""standardized_delta"": 0.0871, ""prediction_gain_t_ha"": 0.0245}, {""feature"": ""heavy_rain_days_10"", ""from"": 1.0, ""to"": 2.0, ""standardized_delta"": 0.6199, ""prediction_gain_t_ha"": 0.1058}]"
Oats,Nebraska,2025,spring,max_7day_rain,excess_rain,1.7934,2.248478228228228,0.45507822822822774,-0.31871488257453984,-0.12123910223382203,0.1974757803407178,0.4339380969939109,4,"[{""feature"": ""max_7day_rain"", ""from"": 77.49, ""to"": 57.415, ""standardized_delta"": 0.7282, ""prediction_gain_t_ha"": 0.129}, {""feature"": ""radiation_mean"", ""from"": 20.669, ""to"": 20.678, ""standardized_delta"": 0.0118, ""prediction_gain_t_ha"": 0.001}, {""feature"": ""rain_mean"", ""from"": 3.088, ""to"": 2.859, ""standardized_delta"": 0.3997, ""prediction_gain_t_ha"": 0.0332}, {""feature"": ""dry_spell_events_7d"", ""from"": 3.0, ""to"": 4.0, ""standardized_delta"": 0.4643, ""prediction_gain_t_ha"": 0.0342}]"
